Master_SKU,Original_Category,Amazon Cat,Remark,Cost,MRP,Uniware,FBA,Sjit,FBF,Launch Date,LOC,Cost into %,Cost after %,Return Charge,GST on Return,Final TP,Required Selling Price,Selected Price Range,Selected Fixed Fee Range,Commission %,Commission Amount,Fixed Closing Fee,FBA Pick Pack,Technology Fee,Full Shipping Fee,WHF % On Shipping,Shipping Fee Charged,Total Charges,Final Value After Charges,Sett Acc Panel,Net Profit On SP,Net Profit % On SP,Net Profit % On TP,Old Daily SP,Old Deal SP
JOPLJPR113-M,Kurta-Jpr,Apparel - Ethnic Wear,Closed,300.0,1996.0,0.0,0.0,0.0,0.0,23-Sep-22,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLVSMRW4285-10XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,288.0,2663.0,0.0,0.0,0.0,0.0,6-May-23,Surat,23.0,374.02597402597405,59.0,10.62,443.64597402597406,571,500-1000,500-1000,10.0,57.07,20.0,20.0,14.0,40.0,40.0,16.0,127.07,443.65,443.93,86.31,15.115586690017512,19.4547015082226,669.0,635.55
JOPLPDPRW1058-7XL,Rw Salwar Suit,Apparel - Ethnic Wear,Diamond A,266.0,2663.0,0.0,4.0,0.0,17.0,4-Nov-24,Surat,23.0,345.45454545454544,59.0,10.62,415.07454545454544,485,300-500,250-500,1.0,4.85,20.0,20.0,13.0,30.0,40.0,12.0,69.85,415.07,415.15,79.52999999999997,16.397938144329892,19.160413682536756,625.0,593.75
JOPLVSRW5225-4XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum C,290.0,2663.0,3.0,0.0,0.0,0.0,20-Dec-25,Surat,23.0,376.62337662337666,59.0,10.62,446.24337662337666,574,500-1000,500-1000,10.0,57.36,20.0,20.0,14.0,40.0,40.0,16.0,127.36,446.24,446.64,87.01999999999998,15.160278745644595,19.500569545359028,499.0,475.0
JOPLVSRW5171-10XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,310.0,2663.0,20.0,0.0,0.0,0.0,3-Mar-25,Surat,23.0,402.5974025974026,59.0,10.62,472.2174025974026,602,500-1000,500-1000,10.0,60.25,20.0,20.0,14.0,40.0,40.0,16.0,130.25,472.22,471.75,92.13,15.303986710963455,19.510081477989722,669.0,635.55
JOPLJPR210-L,"Maternity Gown  48""",Apparel - Other products,Closed,0.0,2663.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,799.0,759.05
JOPLJPR14-XL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,300.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLJPR721-XS,Cotton Top,Apparel - Other products,Closed,230.0,2330.0,0.0,0.0,0.0,0.0,11-Jun-23,Jaipur,23.0,298.70129870129875,59.0,10.62,368.32129870129876,456,300-500,250-500,5.0,22.81,20.0,20.0,13.0,30.0,40.0,12.0,87.81,368.32,368.19,68.57,15.037280701754385,18.61689786655778,499.0,475.0
JOPLJPR347-M,"Dress 46""",Apparel - Dress,Slow Moving,300.0,2663.0,33.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,569,500-1000,500-1000,7.0,39.83,20.0,20.0,14.0,40.0,40.0,16.0,109.83,459.23,459.17,89.55000000000001,15.738137082601057,19.50001611957216,699.0,664.0
JOPLJPR761-XL,Cotton Top,Apparel - Other products,Platinum C,225.0,2330.0,1.0,0.0,0.0,0.0,6-May-24,Jaipur,23.0,292.20779220779224,59.0,10.62,361.82779220779224,449,300-500,250-500,5.0,22.46,20.0,20.0,13.0,30.0,40.0,12.0,87.46,361.83,361.54,66.92000000000002,14.904231625835193,18.494986134610926,499.0,475.0
JOPLST232-XL,Skd-St,Apparel - Ethnic Wear,Closed,390.0,3330.0,0.0,0.0,0.0,0.0,23-May-24,Surat,23.0,506.4935064935066,59.0,10.62,576.1135064935066,718,500-1000,500-1000,10.0,71.79,20.0,20.0,14.0,40.0,40.0,16.0,141.79,576.11,576.21,116.59000000000003,16.238161559888585,20.237331478239543,899.0,849.0
JOPLVSMRW4206-S,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,300.0,2663.0,0.0,0.0,0.0,0.0,4-Nov-22,Surat,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLJPR7010-XXL,Cotton Top,Apparel - Other products,Closed,0.0,2330.0,0.0,0.0,0.0,0.0,24-Jan-25,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLJPR7025-L,Cotton Top,Apparel - Other products,Closed,0.0,2330.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLJPR308-L,"Dress 36""",Apparel - Dress,Platinum B,280.0,2736.0,0.0,0.0,0.0,0.0,12-Apr-24,Jaipur,23.0,363.6363636363637,59.0,10.62,433.2563636363637,541,500-1000,500-1000,7.0,37.88,20.0,20.0,14.0,40.0,40.0,16.0,107.88,433.26,433.12,83.5,15.434380776340111,19.27265402386158,699.0,669.0
JOPLVSRW5210-4XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,273.0,2663.0,29.0,4.0,0.0,0.0,3-Jun-25,Surat,23.0,354.54545454545456,59.0,10.62,424.16545454545457,494,300-500,250-500,1.0,4.94,20.0,20.0,13.0,30.0,40.0,12.0,69.94,424.17,424.06,81.44,16.48582995951417,19.200054867097315,599.0,569.05
ROLY08A-XS,Western Top,Apparel - Other products,Closed,200.0,1996.0,54.0,0.0,0.0,0.0,28-Apr-22,Surat,23.0,259.7402597402597,59.0,10.62,329.3602597402597,415,300-500,250-500,5.0,20.76,20.0,20.0,13.0,30.0,40.0,12.0,85.76,329.36,329.24,59.620000000000005,14.366265060240965,18.101758860348717,399.0,369.0
JOPLST271-XL,Skd-St,Apparel - Ethnic Wear,Closed,340.0,2663.0,3.0,0.0,2.0,0.0,14-Apr-25,Surat,23.0,441.5584415584416,59.0,10.62,511.1784415584416,646,500-1000,500-1000,10.0,64.58,20.0,20.0,14.0,40.0,40.0,16.0,134.58,511.18,511.41999999999996,101.79999999999995,15.758513931888537,19.91476786259607,675.0,641.0
VRY02-M,Kurta-Jpr,Apparel - Ethnic Wear,Closed,0.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLJPR831-XXL,Skd-Jpr,Apparel - Ethnic Wear,Closed,699.0,6650.0,0.0,0.0,0.0,0.0,14-Jul-22,Jaipur,23.0,907.7922077922078,59.0,10.62,977.4122077922078,1265,>1000,>1000,16.0,202.36,25.0,25.0,15.0,50.0,40.0,20.0,287.36,977.41,977.64,209.01999999999998,16.523320158102766,21.385040859284665,1367.0,1299.0
JOPLJPR135-L,Kurta-Jpr,Apparel - Ethnic Wear,Closed,292.0,1996.0,0.0,0.0,0.0,0.0,9-Feb-23,Jaipur,23.0,379.22077922077926,59.0,10.62,448.84077922077927,576,500-1000,500-1000,10.0,57.65,20.0,20.0,14.0,40.0,40.0,16.0,127.65,448.84,448.35,86.73000000000002,15.05729166666667,19.32311055839661,499.0,475.0
JOPLJPR89-3XL,Kurta-Jpr,Apparel - Ethnic Wear,Platinum C,240.0,1996.0,92.0,0.0,7.0,0.0,28-Oct-21,Jaipur,23.0,311.6883116883117,59.0,10.62,381.30831168831173,451,300-500,250-500,1.0,4.51,20.0,20.0,13.0,30.0,40.0,12.0,69.51,381.31,381.49,71.87,15.93569844789357,18.848264723573045,557.0,539.0
JOPLJPR810-XXL,Skd-Jpr,Apparel - Ethnic Wear,Closed,600.0,4330.0,0.0,0.0,0.0,0.0,31-Jan-22,Jaipur,23.0,779.2207792207793,59.0,10.62,848.8407792207793,1112,>1000,>1000,16.0,177.87,25.0,25.0,15.0,50.0,40.0,20.0,262.87,848.84,849.13,179.51,16.14298561151079,21.147664484826823,999.0,949.0
JOPLJPR124-L,Kurta-Jpr,Apparel - Ethnic Wear,Closed,380.0,2163.0,0.0,0.0,0.0,0.0,10-Apr-22,Jaipur,23.0,493.50649350649354,59.0,10.62,563.1264935064936,703,500-1000,500-1000,10.0,70.35,20.0,20.0,14.0,40.0,40.0,16.0,140.35,563.13,562.65,113.02999999999997,16.078236130867708,20.07186685467083,631.0,499.0
JOPLVSRW9001-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,275.0,2663.0,0.0,0.0,0.0,0.0,3-Sep-24,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,499.0,475.0
JOPLVSRW5215-4XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum C,285.0,2663.0,0.0,0.0,0.0,2.0,3-Jun-25,Surat,23.0,370.1298701298702,59.0,10.62,439.7498701298702,566,500-1000,500-1000,10.0,56.64,20.0,20.0,14.0,40.0,40.0,16.0,126.64,439.75,439.36,84.74000000000001,14.971731448763254,19.270045486306557,599.0,569.05
JOPLMSFRTW1515-5XL,Rtw,Apparel - Ethnic Wear,Closed,505.0,4665.0,0.0,0.0,0.0,0.0,7-Jul-23,Surat,23.0,655.8441558441559,59.0,10.62,725.4641558441559,884,500-1000,500-1000,10.0,88.38,20.0,20.0,14.0,40.0,40.0,16.0,158.38,725.46,725.62,151.0,17.081447963800905,20.81426060592824,999.0,949.05
JOPLLT2003,Dress Material,Apparel - Sarees and Dress Materials,Closed,230.0,1996.0,0.0,0.0,0.0,0.0,13-Jun-23,Surat,23.0,298.70129870129875,59.0,10.62,368.32129870129876,451,300-500,250-500,4.0,18.06,20.0,20.0,13.0,30.0,40.0,12.0,83.06,368.32,367.94,68.32,15.148558758314854,18.54902234567927,425.0,399.0
JOPLJPR518-XXL,Kurta With Pant,Apparel - Ethnic Wear,Diamond C,437.0,2199.0,94.0,0.0,0.0,10.0,5-Apr-25,Surat,23.0,567.5324675324676,59.0,10.62,637.1524675324677,786,500-1000,500-1000,10.0,78.57,20.0,20.0,14.0,40.0,40.0,16.0,148.57,637.15,637.4300000000001,130.81000000000006,16.642493638676854,20.53040781692246,699.0,669.0
JOPLJPR852-L,Skd-Jpr,Apparel - Ethnic Wear,Slow Moving,600.0,4330.0,0.0,0.0,0.0,0.0,3-Feb-24,Jaipur,23.0,779.2207792207793,59.0,10.62,848.8407792207793,1112,>1000,>1000,16.0,177.87,25.0,25.0,15.0,50.0,40.0,20.0,262.87,848.84,849.13,179.51,16.14298561151079,21.147664484826823,1299.0,1249.0
JOPLJPR326-XS,"Dress 42 """,Apparel - Dress,Closed,290.0,2663.0,11.0,0.0,0.0,0.0,20-Dec-24,Jaipur,23.0,376.62337662337666,59.0,10.62,446.24337662337666,555,500-1000,500-1000,7.0,38.86,20.0,20.0,14.0,40.0,40.0,16.0,108.86,446.24,446.14,86.51999999999998,15.589189189189186,19.38852306440431,699.0,664.05
JOPLST231-M,Skd-St,Apparel - Ethnic Wear,Closed,390.0,2663.0,6.0,0.0,0.0,0.0,15-May-24,Surat,23.0,506.4935064935066,59.0,10.62,576.1135064935066,718,500-1000,500-1000,10.0,71.79,20.0,20.0,14.0,40.0,40.0,16.0,141.79,576.11,576.21,116.59000000000003,16.238161559888585,20.237331478239543,799.0,769.0
JOPLJPR404-S,Plazzo Pant,Apparel - Other products,Closed,200.0,1663.0,0.0,0.0,0.0,0.0,27-Dec-24,Jaipur,23.0,259.7402597402597,59.0,10.62,329.3602597402597,415,300-500,250-500,5.0,20.76,20.0,20.0,13.0,30.0,40.0,12.0,85.76,329.36,329.24,59.620000000000005,14.366265060240965,18.101758860348717,399.0,399.0
JOPLRJN04-XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,785.0,3930.0,0.0,0.0,0.0,0.0,4-Nov-24,Jaipur,23.0,1019.4805194805194,59.0,10.62,1089.1005194805193,1398,>1000,>1000,16.0,223.64,25.0,25.0,15.0,50.0,40.0,20.0,308.64,1089.1,1089.3600000000001,234.74000000000012,16.79113018597998,21.553566066791223,1570.0,1491.5
JOPLVSM10026,Dress Material,Apparel - Sarees and Dress Materials,Closed,185.0,1996.0,0.0,0.0,0.0,0.0,25-Sep-24,Surat,23.0,240.25974025974025,59.0,10.62,309.8797402597403,390,300-500,250-500,4.0,15.62,20.0,20.0,13.0,30.0,40.0,12.0,80.62,309.88,309.38,54.75999999999999,14.041025641025639,17.67137146626634,375.0,356.0
JOPLVL297-XXL,Skd-Jpr,Apparel - Ethnic Wear,Closed,820.0,4996.0,0.0,0.0,0.0,0.0,18-Oct-22,Jaipur,23.0,1064.935064935065,59.0,10.62,1134.5550649350648,1452,>1000,>1000,16.0,232.3,25.0,25.0,15.0,50.0,40.0,20.0,317.3,1134.56,1134.7,245.08000000000015,16.87878787878789,21.60141958504474,999.0,949.0
JOPLVSRW4183-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,318.0,2663.0,0.0,0.0,0.0,0.0,25-Jun-24,Surat,23.0,412.98701298701303,59.0,10.62,482.60701298701304,614,500-1000,500-1000,10.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,482.61,482.6,94.98000000000002,15.469055374592836,19.680609159021053,499.0,475.0
JOPLST504-XXL,Tunics-St,Apparel - Other products,Closed,145.0,930.0,0.0,0.0,0.0,0.0,25-Jul-25,Surat,23.0,188.31168831168833,59.0,10.62,257.93168831168833,340,300-500,250-500,5.0,17.0,20.0,20.0,13.0,30.0,40.0,12.0,82.0,257.93,258.0,43.379999999999995,12.758823529411764,16.818406564911477,299.0,279.0
JOPLST213-XXL,Skd-St,Apparel - Ethnic Wear,Closed,308.0,2663.0,0.0,0.0,0.0,0.0,29-Mar-24,Surat,23.0,400.0,59.0,10.62,469.62,600,500-1000,500-1000,10.0,59.96,20.0,20.0,14.0,40.0,40.0,16.0,129.96,469.62,470.03999999999996,92.41999999999996,15.403333333333327,19.67974106724585,599.0,569.0
JOPLLTRW2013-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,275.0,2663.0,2.0,0.0,0.0,0.0,28-Aug-23,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,499.0,475.0
JOPLJPR325-XS,"Dress 36""",Apparel - Dress,Platinum C,255.0,2736.0,10.0,0.0,0.0,0.0,27-Dec-24,Jaipur,23.0,331.16883116883116,59.0,10.62,400.78883116883117,490,300-500,250-500,5.0,24.52,20.0,20.0,13.0,30.0,40.0,12.0,89.52,400.79,400.48,75.86000000000001,15.481632653061228,18.927673153657366,699.0,669.0
JOPLVSM5108,Dress Material,Apparel - Sarees and Dress Materials,Closed,235.0,1663.0,0.0,0.0,0.0,0.0,28-Jan-23,Surat,23.0,305.1948051948052,59.0,10.62,374.8148051948052,458,300-500,250-500,4.0,18.33,20.0,20.0,13.0,30.0,40.0,12.0,83.33,374.81,374.67,70.05000000000001,15.294759825327514,18.689229728690258,449.0,427.0
JOPLJPR212-XXL,"Maternity Gown  48""",Apparel - Other products,Slow Moving,330.0,2663.0,22.0,0.0,0.0,0.0,24-Dec-24,Jaipur,23.0,428.57142857142856,59.0,10.62,498.19142857142856,638,500-1000,500-1000,11.0,70.23,20.0,20.0,14.0,40.0,40.0,16.0,140.23,498.19,497.77,98.14999999999998,15.38401253918495,19.701262280133278,799.0,759.05
JOPLVSRW5241-S,RW Salwar suit,Apparel - Ethnic Wear,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,"",Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,,
JOPLVSRW4290-9XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum B,275.0,2663.0,59.0,0.0,0.0,0.0,13-Jan-24,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,669.0,635.55
JOPLLTRW2003-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,270.0,2663.0,0.0,0.0,0.0,0.0,18-Jul-24,Surat,23.0,350.64935064935065,59.0,10.62,420.26935064935066,490,300-500,250-500,1.0,4.9,20.0,20.0,13.0,30.0,40.0,12.0,69.9,420.27,420.1,80.48000000000002,16.42448979591837,19.1496238961161,499.0,475.0
JOPLRJN03-XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,780.0,3900.0,0.0,0.0,0.0,0.0,4-Nov-24,Jaipur,23.0,1012.9870129870131,59.0,10.62,1082.6070129870131,1390,>1000,>1000,16.0,222.4,25.0,25.0,15.0,50.0,40.0,20.0,307.4,1082.61,1082.6,232.9799999999999,16.76115107913668,21.52027441215132,1560.0,1482.0
JOPLJPR778-XL,Cotton Top,Apparel - Other products,Slow Moving,275.0,2330.0,56.0,14.0,0.0,0.0,6-May-24,Jaipur,23.0,357.14285714285717,59.0,10.62,426.7628571428572,558,500-1000,500-1000,11.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,426.76,426.6,81.98000000000002,14.691756272401438,19.209731734586626,499.0,475.0
JOPLSRS1114G,Saree,Apparel - Sarees and Dress Materials,Closed,400.0,2247.0,0.0,0.0,0.0,0.0,9-Sep-23,Surat,23.0,519.4805194805194,59.0,10.62,589.1005194805194,716,500-1000,500-1000,8.0,57.31,20.0,20.0,14.0,40.0,40.0,16.0,127.31,589.1,588.69,119.07000000000005,16.62988826815643,20.212170260008996,799.0,749.0
JOPLJPR10-4XL,Kurta-Jpr,Apparel - Ethnic Wear,Diamond B,262.0,1663.0,0.0,1.0,0.0,3.0,8-Jul-21,Jaipur,23.0,340.2597402597403,59.0,10.62,409.8797402597403,480,300-500,250-500,1.0,4.8,20.0,20.0,13.0,30.0,40.0,12.0,69.8,409.88,410.2,78.57999999999998,16.37083333333333,19.17147696790379,557.0,539.0
JOPLST707-XXL,Tunics-St,Apparel - Other products,Closed,0.0,930.0,0.0,0.0,0.0,0.0,10-Feb-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,325.0,299.0
JOPLMSFRTW1509A-L,Rtw,Apparel - Ethnic Wear,Closed,660.0,4665.0,0.0,0.0,0.0,0.0,29-Mar-23,Surat,23.0,857.1428571428571,59.0,10.62,926.7628571428571,1204,>1000,>1000,16.0,192.72,25.0,25.0,15.0,50.0,40.0,20.0,277.72,926.76,926.28,196.65999999999997,16.333887043189364,21.220099455246675,946.3158,899.0
JOPLLTRW2022-6XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,315.0,2663.0,0.0,0.0,0.0,0.0,30-May-24,Surat,23.0,409.09090909090907,59.0,10.62,478.71090909090907,610,500-1000,500-1000,10.0,60.97,20.0,20.0,14.0,40.0,40.0,16.0,130.97,478.71,479.03,94.40999999999997,15.477049180327866,19.721714756676068,599.0,569.05
JOPLST248-XXL,Skd-St,Apparel - Ethnic Wear,Closed,475.0,4330.0,0.0,0.0,0.0,0.0,9-Oct-24,Surat,23.0,616.8831168831169,59.0,10.62,686.503116883117,841,500-1000,500-1000,10.0,84.06,20.0,20.0,14.0,40.0,40.0,16.0,154.06,686.5,686.94,142.32000000000005,16.922711058263978,20.731151323269412,1249.0,1187.0
JOPLJPR327-M,"Dress 42 """,Apparel - Dress,Closed,305.0,2663.0,0.0,0.0,0.0,0.0,20-Dec-24,Jaipur,23.0,396.1038961038961,59.0,10.62,465.7238961038961,576,500-1000,500-1000,7.0,40.32,20.0,20.0,14.0,40.0,40.0,16.0,110.32,465.72,465.68,91.06,15.809027777777779,19.552357257546834,699.0,664.05
JOPLJPR4007-L,Tunics-Jpr,Apparel - Other products,Slow Moving,214.0,2330.0,25.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,277.92207792207796,59.0,10.62,347.54207792207797,434,300-500,250-500,5.0,21.71,20.0,20.0,13.0,30.0,40.0,12.0,86.71,347.54,347.29,63.670000000000016,14.670506912442399,18.32008382428887,499.0,475.0
JOPLST204-XL,Skd-St,Apparel - Ethnic Wear,Closed,392.0,2663.0,0.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,509.09090909090907,59.0,10.62,578.710909090909,721,500-1000,500-1000,10.0,72.08,20.0,20.0,14.0,40.0,40.0,16.0,142.08,578.71,578.92,117.29999999999995,16.269070735090146,20.269187630187467,675.0,641.0
JOPLJPR517-L,Kurta With Pant,Apparel - Ethnic Wear,Closed,335.0,2199.0,1.0,0.0,0.0,0.0,5-Apr-25,Surat,23.0,435.0649350649351,59.0,10.62,504.68493506493513,639,500-1000,500-1000,10.0,63.85,20.0,20.0,14.0,40.0,40.0,16.0,133.85,504.68,505.15,100.52999999999997,15.732394366197177,19.919358200590096,699.0,669.0
JOPLJPR788-M,Cotton Top,Apparel - Other products,Slow Moving,244.0,2330.0,54.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,316.8831168831169,59.0,10.62,386.5031168831169,475,300-500,250-500,5.0,23.76,20.0,20.0,13.0,30.0,40.0,12.0,88.76,386.5,386.24,72.62,15.288421052631579,18.788981725588812,499.0,475.0
VRY10-L,Kurta-Jpr,Apparel - Ethnic Wear,Closed,0.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLJPR778-S,Cotton Top,Apparel - Other products,Slow Moving,275.0,2330.0,70.0,1.0,0.0,0.0,6-May-24,Jaipur,23.0,357.14285714285717,59.0,10.62,426.7628571428572,558,500-1000,500-1000,11.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,426.76,426.6,81.98000000000002,14.691756272401438,19.209731734586626,499.0,475.0
JOPLVSRW4222-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,296.0,2663.0,0.0,0.0,0.0,0.0,25-Jun-24,Surat,23.0,384.4155844155845,59.0,10.62,454.0355844155845,582,500-1000,500-1000,10.0,58.23,20.0,20.0,14.0,40.0,40.0,16.0,128.23,454.04,453.77,88.14999999999998,15.146048109965632,19.414777833649964,499.0,475.0
JOPLVSMRW4285-S,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,288.0,2663.0,0.0,0.0,0.0,0.0,30-Aug-24,Surat,23.0,374.02597402597405,59.0,10.62,443.64597402597406,571,500-1000,500-1000,10.0,57.07,20.0,20.0,14.0,40.0,40.0,16.0,127.07,443.65,443.93,86.31,15.115586690017512,19.4547015082226,499.0,475.0
JOPLJPR703-L,Cotton Top,Apparel - Other products,Closed,275.0,2330.0,20.0,0.0,0.0,0.0,15-Jul-25,Jaipur,23.0,357.14285714285717,59.0,10.62,426.7628571428572,558,500-1000,500-1000,11.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,426.76,426.6,81.98000000000002,14.691756272401438,19.209731734586626,499.0,475.0
JOPLVSRW4183-4XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,318.0,2663.0,0.0,0.0,0.0,0.0,25-Jun-24,Surat,23.0,412.98701298701303,59.0,10.62,482.60701298701304,614,500-1000,500-1000,10.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,482.61,482.6,94.98000000000002,15.469055374592836,19.680609159021053,599.0,569.05
JOPLJPR122-XL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,320.0,2163.0,0.0,0.0,0.0,0.0,23-Sep-22,Jaipur,23.0,415.58441558441564,59.0,10.62,485.20441558441564,617,500-1000,500-1000,10.0,61.69,20.0,20.0,14.0,40.0,40.0,16.0,131.69,485.2,485.31,95.69,15.508914100486223,19.721584743771132,499.0,475.0
JOPLVSRW4290-S,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum B,275.0,2663.0,4.0,0.0,0.0,0.0,7-Sep-24,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,499.0,475.0
JOPLJPR137-S,Kurta-Jpr,Apparel - Ethnic Wear,Closed,0.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLJPR2020-S,"Dress 46""",Apparel - Dress,Closed,0.0,0.0,0.0,0.0,0.0,0.0,29-Jul-25,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLVSRW4097-L,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,290.0,2663.0,19.0,1.0,0.0,0.0,2-Apr-25,Surat,23.0,376.62337662337666,59.0,10.62,446.24337662337666,574,500-1000,500-1000,10.0,57.36,20.0,20.0,14.0,40.0,40.0,16.0,127.36,446.24,446.64,87.01999999999998,15.160278745644595,19.500569545359028,499.0,475.0
JOPLVSRW4079-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,265.0,2663.0,2.0,2.0,0.0,0.0,13-Jan-24,Surat,23.0,344.1558441558442,59.0,10.62,413.7758441558442,484,300-500,250-500,1.0,4.84,20.0,20.0,13.0,30.0,40.0,12.0,69.84,413.78,414.15999999999997,79.53999999999996,16.433884297520652,19.222968455848786,499.0,475.0
JOPLJPR851-M,Skd-Jpr,Apparel - Ethnic Wear,Slow Moving,665.0,4996.0,1.0,3.0,0.0,0.0,29-Nov-21,Jaipur,23.0,863.6363636363636,59.0,10.62,933.2563636363636,1212,>1000,>1000,16.0,193.95,25.0,25.0,15.0,50.0,40.0,20.0,278.95,933.26,933.05,198.42999999999995,16.37211221122112,21.262110576651448,1249.0,1199.0
