Master_SKU,Original_Category,Amazon Cat,Remark,Cost,MRP,Uniware,FBA,Sjit,FBF,Launch Date,LOC,Cost into %,Cost after %,Return Charge,GST on Return,Final TP,Required Selling Price,Selected Price Range,Selected Fixed Fee Range,Commission %,Commission Amount,Fixed Closing Fee,FBA Pick Pack,Technology Fee,Full Shipping Fee,WHF % On Shipping,Shipping Fee Charged,Total Charges,Final Value After Charges,Sett Acc Panel,Net Profit On SP,Net Profit % On SP,Net Profit % On TP,Old Daily SP,Old Deal SP
JOPLJPR506-XL,Kurta With Pant,Apparel - Ethnic Wear,Closed,430.0,3163.0,0.0,0.0,0.0,0.0,25-Dec-23,Surat,23.0,558.4415584415585,59.0,10.62,628.0615584415585,776,500-1000,500-1000,10.0,77.56,20.0,20.0,14.0,40.0,40.0,16.0,147.56,628.06,628.44,128.82000000000005,16.60051546391753,20.510728330459795,699.0,675.0
JOPLST601-XL,"Dress 42 """,Apparel - Dress,Slow Moving,210.0,1996.0,0.0,0.0,0.0,0.0,16-Apr-24,Surat,23.0,272.72727272727275,59.0,10.62,342.34727272727275,429,300-500,250-500,5.0,21.44,20.0,20.0,13.0,30.0,40.0,12.0,86.44,342.35,342.56,62.94,14.67132867132867,18.38484048626859,499.0,475.0
JOPLJPR335-XL,"Dress 42 """,Apparel - Dress,Closed,310.0,2663.0,2.0,0.0,0.0,0.0,19-Feb-25,Jaipur,23.0,402.5974025974026,59.0,10.62,472.2174025974026,583,500-1000,500-1000,7.0,40.81,20.0,20.0,14.0,40.0,40.0,16.0,110.81,472.22,472.19,92.57,15.878216123499142,19.603258899571347,699.0,664.05
JOPLVL248-5XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,640.0,4665.0,0.0,0.0,0.0,0.0,4-Mar-24,Jaipur,23.0,831.1688311688313,59.0,10.62,900.7888311688313,1174,>1000,>1000,16.0,187.77,25.0,25.0,15.0,50.0,40.0,20.0,272.77,900.79,901.23,191.61,16.321124361158436,21.271356101448742,999.0,949.0
JOPLJPR330-XS,"Dress 42 """,Apparel - Dress,Closed,332.0,2663.0,0.0,0.0,0.0,0.0,13-Jan-25,Jaipur,23.0,431.16883116883116,59.0,10.62,500.78883116883117,614,500-1000,500-1000,7.0,42.96,20.0,20.0,14.0,40.0,40.0,16.0,112.96,500.79,501.04,99.42000000000002,16.192182410423456,19.85267917576271,699.0,664.05
JOPLVSRW5171-S,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,310.0,2663.0,40.0,5.0,0.0,0.0,2-Sep-24,Surat,23.0,402.5974025974026,59.0,10.62,472.2174025974026,602,500-1000,500-1000,10.0,60.25,20.0,20.0,14.0,40.0,40.0,16.0,130.25,472.22,471.75,92.13,15.303986710963455,19.510081477989722,499.0,475.0
JOPLST736-S,Tunics-St,Apparel - Other products,Closed,120.0,930.0,1.0,0.0,0.0,0.0,16-Oct-24,Surat,23.0,155.84415584415586,59.0,10.62,225.46415584415587,286,0-300,250-500,0.0,0.0,20.0,20.0,13.0,20.0,40.0,8.0,61.0,225.46,225.0,35.379999999999995,12.370629370629368,15.692073033753164,299.0,279.0
JOPLJPR784-L,Cotton Top,Apparel - Other products,Slow Moving,248.0,2330.0,4.0,0.0,0.0,0.0,17-Aug-24,Jaipur,23.0,322.0779220779221,59.0,10.62,391.6979220779221,481,300-500,250-500,5.0,24.04,20.0,20.0,13.0,30.0,40.0,12.0,89.04,391.7,391.96,74.33999999999997,15.455301455301452,18.978910994889375,499.0,475.0
JOPLJPR42-S,Kurta-Jpr,Apparel - Ethnic Wear,Closed,300.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLJPR4047-M,Tunics-Jpr,Apparel - Other products,Closed,240.0,2330.0,0.0,0.0,0.0,0.0,12-Apr-24,Jaipur,23.0,311.6883116883117,59.0,10.62,381.30831168831173,470,300-500,250-500,5.0,23.49,20.0,20.0,13.0,30.0,40.0,12.0,88.49,381.31,381.51,71.88999999999999,15.295744680851062,18.853509822981295,499.0,475.0
JOPLLTRW2026-M,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,300.0,2663.0,0.0,0.0,0.0,0.0,30-May-24,Surat,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLJPR152B-L,Kurta-Jpr,Apparel - Ethnic Wear,New Listing,285.0,0.0,45.0,0.0,0.0,0.0,24-Feb-26,Jaipur,23.0,370.1298701298702,59.0,10.62,439.7498701298702,566,500-1000,500-1000,10.0,56.64,20.0,20.0,14.0,40.0,40.0,16.0,126.64,439.75,439.36,84.74000000000001,14.971731448763254,19.270045486306557,0.0,0.0
JOPLMSFRTW1509C-S,Rtw,Apparel - Ethnic Wear,Closed,690.0,4665.0,0.0,0.0,0.0,0.0,7-Jul-23,Surat,23.0,896.1038961038962,59.0,10.62,965.7238961038962,1251,>1000,>1000,16.0,200.14,25.0,25.0,15.0,50.0,40.0,20.0,285.14,965.72,965.86,206.24,16.48601119104716,21.35600049165729,946.3158,899.0
JOPLJPR744-S,Cotton Top,Apparel - Other products,Closed,250.0,2330.0,0.0,0.0,0.0,0.0,4-May-24,Jaipur,23.0,324.6753246753247,59.0,10.62,394.2953246753247,483,300-500,250-500,5.0,24.17,20.0,20.0,13.0,30.0,40.0,12.0,89.17,394.3,393.83,74.20999999999998,15.364389233954448,18.82091806721443,499.0,475.0
JOPLVSM4244,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,9-Jan-22,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLVSRW4079-M,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,265.0,2663.0,0.0,0.0,0.0,0.0,13-Jan-24,Surat,23.0,344.1558441558442,59.0,10.62,413.7758441558442,484,300-500,250-500,1.0,4.84,20.0,20.0,13.0,30.0,40.0,12.0,69.84,413.78,414.15999999999997,79.53999999999996,16.433884297520652,19.222968455848786,499.0,475.0
BL6213BROWN0426-XL,Blouse,Apparel - Other products,Launch Phase,0.0,0.0,10.0,0.0,0.0,0.0,"",Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,,
JOPLJPR773-S,Cotton Top,Apparel - Other products,Slow Moving,255.0,2330.0,11.0,1.0,0.0,0.0,23-Jul-24,Jaipur,23.0,331.16883116883116,59.0,10.62,400.78883116883117,490,300-500,250-500,5.0,24.52,20.0,20.0,13.0,30.0,40.0,12.0,89.52,400.79,400.48,75.86000000000001,15.481632653061228,18.927673153657366,499.0,475.0
JOPLJPR523-S,Kurta With Pant,Apparel - Ethnic Wear,Closed,295.0,2199.0,2.0,0.0,0.0,0.0,30-Jul-22,Surat,23.0,383.1168831168832,59.0,10.62,452.7368831168832,581,500-1000,500-1000,10.0,58.08,20.0,20.0,14.0,40.0,40.0,16.0,128.08,452.74,452.91999999999996,88.29999999999995,15.197934595524949,19.503602046313404,699.0,664.0
JOPLJPR7042-XL,Cotton Top,Apparel - Other products,Closed,234.0,2330.0,9.0,0.0,0.0,0.0,2-Apr-25,Jaipur,23.0,303.8961038961039,59.0,10.62,373.5161038961039,462,300-500,250-500,5.0,23.08,20.0,20.0,13.0,30.0,40.0,12.0,88.08,373.52,373.92,70.30000000000001,15.21645021645022,18.82114298867136,499.0,475.0
JOPLJPR782-L,Cotton Top,Apparel - Other products,Closed,251.0,2330.0,0.0,0.0,0.0,0.0,10-Jul-24,Jaipur,23.0,325.974025974026,59.0,10.62,395.594025974026,485,300-500,250-500,5.0,24.24,20.0,20.0,13.0,30.0,40.0,12.0,89.24,395.59,395.76,75.13999999999999,15.492783505154636,18.994220101021835,499.0,475.0
JOPLJPR792-L,Cotton Top,Apparel - Other products,Platinum C,293.0,2330.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,380.5194805194805,59.0,10.62,450.1394805194805,584,500-1000,500-1000,11.0,64.29,20.0,20.0,14.0,40.0,40.0,16.0,134.29,450.14,449.71000000000004,87.09000000000003,14.912671232876718,19.347336496566438,499.0,475.0
JOPLJPR4012-M,Tunics-Jpr,Apparel - Other products,Slow Moving,221.0,2330.0,41.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,287.012987012987,59.0,10.62,356.63298701298703,444,300-500,250-500,5.0,22.19,20.0,20.0,13.0,30.0,40.0,12.0,87.19,356.63,356.81,66.19,14.907657657657658,18.559696497618052,499.0,475.0
VRY13-L,Kurta-Jpr,Apparel - Ethnic Wear,Closed,0.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLVL288-XXL,Skd-Jpr,Apparel - Ethnic Wear,Closed,558.0,4996.0,0.0,1.0,0.0,0.0,2-Apr-25,Jaipur,23.0,724.6753246753248,59.0,10.62,794.2953246753248,960,500-1000,500-1000,10.0,96.03,20.0,20.0,14.0,40.0,40.0,16.0,166.03,794.3,793.97,166.35000000000002,17.328125000000004,20.943091924656244,1249.0,1199.0
JOPLST289-M,Pending,Apparel - Other products,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,30-Apr-26,Pending,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLST01-XXL,Kurta-St,Apparel - Ethnic Wear,Closed,175.0,1996.0,0.0,0.0,0.0,0.0,16-Sep-23,Surat,23.0,227.27272727272728,59.0,10.62,296.89272727272726,366,300-500,250-500,1.0,3.66,20.0,20.0,13.0,30.0,40.0,12.0,68.66,296.89,297.34000000000003,52.72000000000003,14.40437158469946,17.757255451923264,349.0,314.0
JOPLJPR821B-S,Skd-Jpr,Apparel - Ethnic Wear,Closed,850.0,4996.0,0.0,0.0,0.0,0.0,21-Jul-22,Jaipur,23.0,1103.896103896104,59.0,10.62,1173.516103896104,1498,>1000,>1000,16.0,239.72,25.0,25.0,15.0,50.0,40.0,20.0,324.72,1173.52,1173.28,253.66000000000008,16.933244325767696,21.615382963884542,999.0,949.0
JOPLLTRW2007-M,Rw Salwar Suit,Apparel - Ethnic Wear,Diamond C,275.0,2663.0,63.0,4.0,2.0,2.0,28-Aug-23,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,499.0,475.0
JOPLST238-S,Skd-St,Apparel - Ethnic Wear,Closed,370.0,2663.0,0.0,0.0,0.0,0.0,27-May-24,Surat,23.0,480.5194805194805,59.0,10.62,550.1394805194806,689,500-1000,500-1000,10.0,68.9,20.0,20.0,14.0,40.0,40.0,16.0,138.9,550.14,550.1,110.48000000000002,16.034833091436866,20.082179867490513,799.0,759.0
JOPLJPR4014-XXL,Tunics-Jpr,Apparel - Other products,Closed,0.0,2330.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLST732-L,Tunics-St,Apparel - Other products,Closed,120.0,930.0,31.0,0.0,0.0,0.0,10-May-24,Surat,23.0,155.84415584415586,59.0,10.62,225.46415584415587,286,0-300,250-500,0.0,0.0,20.0,20.0,13.0,20.0,40.0,8.0,61.0,225.46,225.0,35.379999999999995,12.370629370629368,15.692073033753164,299.0,279.0
JOPLVL311-3XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,895.0,7495.0,0.0,0.0,0.0,0.0,7-Dec-23,Jaipur,23.0,1162.3376623376623,59.0,10.62,1231.9576623376622,1568,>1000,>1000,16.0,250.85,25.0,25.0,15.0,50.0,40.0,20.0,335.85,1231.96,1232.15,267.5300000000002,17.06186224489797,21.715843667253722,1367.0,1299.0
JOPLJPR357-L,"Dress 42 """,Apparel - Dress,Closed,0.0,2330.0,0.0,0.0,0.0,0.0,23-May-25,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,699.0,664.05
JOPLJPR753-S,Cotton Top,Apparel - Other products,Slow Moving,275.0,2330.0,44.0,10.0,2.0,0.0,4-May-24,Jaipur,23.0,357.14285714285717,59.0,10.62,426.7628571428572,558,500-1000,500-1000,11.0,61.4,20.0,20.0,14.0,40.0,40.0,16.0,131.4,426.76,426.6,81.98000000000002,14.691756272401438,19.209731734586626,499.0,475.0
JOPLMSFRTW5610-6XL,Rtw,Apparel - Ethnic Wear,Closed,481.0,4665.0,0.0,0.0,0.0,0.0,4-Jul-23,Surat,23.0,624.6753246753248,59.0,10.62,694.2953246753248,849,500-1000,500-1000,10.0,84.92,20.0,20.0,14.0,40.0,40.0,16.0,154.92,694.3,694.08,143.46000000000004,16.897526501766787,20.66267694760679,999.0,949.05
JOPLST707-M,Tunics-St,Apparel - Other products,Closed,0.0,930.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,325.0,299.0
JOPLJPR848-M,Skd-Jpr,Apparel - Ethnic Wear,Closed,605.0,4996.0,0.0,0.0,0.0,0.0,6-Jun-24,Jaipur,23.0,785.7142857142858,59.0,10.62,855.3342857142858,1119,>1000,>1000,16.0,179.11,25.0,25.0,15.0,50.0,40.0,20.0,264.11,855.33,854.89,180.26999999999998,16.109919571045577,21.075970297327355,1499.0,1424.0
JOPLJPR68A-XXL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,261.0,1996.0,0.0,0.0,0.0,0.0,2-Apr-25,Jaipur,23.0,338.961038961039,59.0,10.62,408.581038961039,478,300-500,250-500,1.0,4.78,20.0,20.0,13.0,30.0,40.0,12.0,69.78,408.58,408.22,77.60000000000002,16.234309623430967,18.992560251284623,499.0,475.0
JOPLJPR117-XXL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,350.0,2163.0,0.0,0.0,0.0,0.0,23-Sep-22,Jaipur,23.0,454.54545454545456,59.0,10.62,524.1654545454545,660,500-1000,500-1000,10.0,66.02,20.0,20.0,14.0,40.0,40.0,16.0,136.02,524.17,523.98,104.36000000000001,15.812121212121214,19.90974397397075,578.0,539.0
JOPLLTRW2016-XXL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,275.0,2663.0,0.0,0.0,3.0,0.0,28-Aug-23,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,499.0,475.0
JOPLVSMRW4132-9XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,265.0,2663.0,1.0,0.0,0.0,0.0,3-May-25,Surat,23.0,344.1558441558442,59.0,10.62,413.7758441558442,484,300-500,250-500,1.0,4.84,20.0,20.0,13.0,30.0,40.0,12.0,69.84,413.78,414.15999999999997,79.53999999999996,16.433884297520652,19.222968455848786,669.0,635.55
JOPLJPR2002-XXL,"Dress 46""",Apparel - Dress,Closed,390.0,2663.0,0.0,0.0,0.0,0.0,24-Sep-24,Jaipur,23.0,506.4935064935066,59.0,10.62,576.1135064935066,695,500-1000,500-1000,7.0,48.63,20.0,20.0,14.0,40.0,40.0,16.0,118.63,576.11,576.37,116.75,16.798561151079134,20.265103783210105,699.0,664.0
JOPLST733-XXL,Tunics-St,Apparel - Other products,Closed,130.0,930.0,0.0,0.0,0.0,0.0,17-Oct-24,Surat,23.0,168.83116883116884,59.0,10.62,238.45116883116884,319,300-500,250-500,5.0,15.97,20.0,20.0,13.0,30.0,40.0,12.0,80.97,238.45,238.03,38.41,12.040752351097177,16.1081198252358,299.0,279.0
JOPLMSFRTW6012-L,Rtw,Apparel - Ethnic Wear,Closed,630.0,4665.0,0.0,0.0,0.0,0.0,28-Mar-23,Surat,23.0,818.1818181818181,59.0,10.62,887.8018181818181,1158,>1000,>1000,16.0,185.3,25.0,25.0,15.0,50.0,40.0,20.0,270.3,887.8,887.7,188.08000000000004,16.241796200345426,21.184908179753474,946.3158,899.0
JOPLVSM4197,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,11-Sep-21,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLVSRW4293-L,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,305.0,2663.0,0.0,0.0,0.0,0.0,3-Sep-24,Surat,23.0,396.1038961038961,59.0,10.62,465.7238961038961,595,500-1000,500-1000,10.0,59.52,20.0,20.0,14.0,40.0,40.0,16.0,129.52,465.72,465.48,90.86000000000001,15.270588235294118,19.50941335845273,499.0,475.0
JOPLCS102-XXL,Cord Set,Apparel - Ethnic Wear,Closed,475.0,3318.0,0.0,0.0,0.0,0.0,29-Feb-24,Jaipur,23.0,616.8831168831169,59.0,10.62,686.503116883117,841,500-1000,500-1000,10.0,84.06,20.0,20.0,14.0,40.0,40.0,16.0,154.06,686.5,686.94,142.32000000000005,16.922711058263978,20.731151323269412,749.0,699.0
JOPLJPR306-XL,"Dress 36""",Apparel - Dress,Slow Moving,300.0,2736.0,2.0,0.0,0.0,0.0,12-Apr-24,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,569,500-1000,500-1000,7.0,39.83,20.0,20.0,14.0,40.0,40.0,16.0,109.83,459.23,459.17,89.55000000000001,15.738137082601057,19.50001611957216,699.0,669.0
JOPLJPR69B-XL,Kurta-Jpr,Apparel - Ethnic Wear,Platinum B,269.0,1996.0,9.0,0.0,1.0,0.0,22-May-21,Jaipur,23.0,349.3506493506494,59.0,10.62,418.9706493506494,489,300-500,250-500,1.0,4.89,20.0,20.0,13.0,30.0,40.0,12.0,69.89,418.97,419.11,80.49000000000001,16.460122699386506,19.211369609004628,499.0,475.0
JOPLVSM4217,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,19-Mar-24,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
BL6207MAROON0426-XXL,Blouse,Apparel - Other products,Launch Phase,0.0,0.0,10.0,0.0,0.0,0.0,"",Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,,
JOPLJPR759-XXL,Cotton Top,Apparel - Other products,Closed,0.0,0.0,0.0,0.0,0.0,0.0,21-Jun-24,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLST203-M,Skd-St,Apparel - Ethnic Wear,Closed,312.0,2663.0,0.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,405.1948051948052,59.0,10.62,474.8148051948052,605,500-1000,500-1000,10.0,60.53,20.0,20.0,14.0,40.0,40.0,16.0,130.53,474.81,474.47,92.85000000000002,15.347107438016533,19.55499259588291,599.0,569.0
JOPLST603-M,"Dress 42 """,Apparel - Dress,Slow Moving,205.0,1996.0,13.0,0.0,0.0,0.0,16-Apr-24,Surat,23.0,266.23376623376623,59.0,10.62,335.85376623376624,422,300-500,250-500,5.0,21.1,20.0,20.0,13.0,30.0,40.0,12.0,86.1,335.85,335.9,61.27999999999997,14.521327014218002,18.246036269650435,499.0,475.0
JOPLJPR308-XXL,"Dress 36""",Apparel - Dress,Platinum B,280.0,2736.0,0.0,1.0,0.0,0.0,12-Apr-24,Jaipur,23.0,363.6363636363637,59.0,10.62,433.2563636363637,541,500-1000,500-1000,7.0,37.88,20.0,20.0,14.0,40.0,40.0,16.0,107.88,433.26,433.12,83.5,15.434380776340111,19.27265402386158,699.0,669.0
JOPLVSMRW4236-M,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,300.0,2663.0,0.0,0.0,0.0,0.0,4-Jan-24,Surat,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLJPR14-S,Kurta-Jpr,Apparel - Ethnic Wear,Closed,300.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,389.61038961038963,59.0,10.62,459.23038961038964,588,500-1000,500-1000,10.0,58.8,20.0,20.0,14.0,40.0,40.0,16.0,128.8,459.23,459.2,89.57999999999998,15.234693877551017,19.506548788288928,499.0,475.0
JOPLVSM4076,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLJPR148B-XXL,Kurta-Jpr,Apparel - Ethnic Wear,Platinum C,296.0,1996.0,0.0,0.0,0.0,0.0,31-Jan-26,Jaipur,23.0,384.4155844155845,59.0,10.62,454.0355844155845,582,500-1000,500-1000,10.0,58.23,20.0,20.0,14.0,40.0,40.0,16.0,128.23,454.04,453.77,88.14999999999998,15.146048109965632,19.414777833649964,499.0,475.0
JOPLVSM5171,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1996.0,0.0,0.0,0.0,0.0,16-Aug-24,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLCS111-XXL,Cord Set,Apparel - Ethnic Wear,Slow Moving,410.0,3318.0,28.0,0.0,0.0,0.0,24-Sep-24,Jaipur,23.0,532.4675324675325,59.0,10.62,602.0875324675325,747,500-1000,500-1000,10.0,74.68,20.0,20.0,14.0,40.0,40.0,16.0,144.68,602.09,602.3199999999999,122.69999999999993,16.42570281124497,20.37909662356553,749.0,699.0
JOPLJPR2005-L,"Dress 46""",Apparel - Dress,Slow Moving,317.0,2663.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,411.6883116883117,59.0,10.62,481.30831168831173,593,500-1000,500-1000,7.0,41.5,20.0,20.0,14.0,40.0,40.0,16.0,111.5,481.31,481.5,94.88,16.0,19.712936115145027,699.0,664.0
JOPLVSM6107,Dress Material,Apparel - Sarees and Dress Materials,Closed,290.0,1996.0,0.0,0.0,0.0,0.0,1-Feb-23,Surat,23.0,376.62337662337666,59.0,10.62,446.24337662337666,561,500-1000,500-1000,8.0,44.89,20.0,20.0,14.0,40.0,40.0,16.0,114.89,446.24,446.11,86.49000000000001,15.417112299465241,19.381800275547036,499.0,474.0
JOPLJPR870-S,Skd-Jpr,Apparel - Ethnic Wear,Slow Moving,586.0,0.0,40.0,0.0,0.0,0.0,26-Nov-25,Jaipur,23.0,761.038961038961,59.0,10.62,830.658961038961,1090,>1000,>1000,16.0,174.41,25.0,25.0,15.0,50.0,40.0,20.0,259.41,830.66,830.5899999999999,174.9699999999999,16.052293577981644,21.063999572237584,0.0,0.0
JOPLKS095,Dress Material,Apparel - Sarees and Dress Materials,Closed,621.0,4330.0,0.0,0.0,0.0,0.0,28-Mar-24,Surat,23.0,806.4935064935065,59.0,10.62,876.1135064935065,1248,>1000,>1000,23.0,287.09,25.0,25.0,15.0,50.0,40.0,20.0,372.09,876.11,875.9100000000001,185.29000000000008,14.846955128205133,21.149086120312354,899.0,854.0
JOPLVL279-XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,710.0,5330.0,2.0,0.0,0.0,0.0,19-Feb-24,Jaipur,23.0,922.077922077922,59.0,10.62,991.697922077922,1282,>1000,>1000,16.0,205.09,25.0,25.0,15.0,50.0,40.0,20.0,290.09,991.7,991.9100000000001,212.29000000000008,16.55928237129486,21.406720259651763,1367.0,1299.0
JOPLDI1016,Dress Material,Apparel - Sarees and Dress Materials,Closed,190.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,246.75324675324677,59.0,10.62,316.3732467532468,397,300-500,250-500,4.0,15.89,20.0,20.0,13.0,30.0,40.0,12.0,80.89,316.37,316.11,56.49000000000001,14.22921914357683,17.85549207454289,425.0,399.0
JOPLJPR2019-XS,"Dress 46""",Apparel - Dress,Slow Moving,299.0,2663.0,47.0,0.0,0.0,0.0,15-Jul-25,Jaipur,23.0,388.31168831168833,59.0,10.62,457.93168831168833,568,500-1000,500-1000,7.0,39.74,20.0,20.0,14.0,40.0,40.0,16.0,109.74,457.93,458.26,89.63999999999999,15.781690140845066,19.57497205106869,699.0,664.0
JOPLST231-L,Skd-St,Apparel - Ethnic Wear,Closed,390.0,2663.0,3.0,0.0,0.0,0.0,15-May-24,Surat,23.0,506.4935064935066,59.0,10.62,576.1135064935066,718,500-1000,500-1000,10.0,71.79,20.0,20.0,14.0,40.0,40.0,16.0,141.79,576.11,576.21,116.59000000000003,16.238161559888585,20.237331478239543,799.0,769.0
JOPLJPR706-XS,Cotton Top,Apparel - Other products,Diamond C,252.0,2330.0,161.0,0.0,0.0,0.0,7-Oct-23,Jaipur,23.0,327.2727272727273,59.0,10.62,396.8927272727273,486,300-500,250-500,5.0,24.31,20.0,20.0,13.0,30.0,40.0,12.0,89.31,396.89,396.69,75.07,15.446502057613168,18.914430736952045,499.0,475.0
JOPLJPR156B-XXL,Kurta-Jpr,Apparel - Ethnic Wear,New Listing,0.0,0.0,37.0,0.0,0.0,0.0,13-Apr-26,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR83-5XL,Kurta-Jpr,Apparel - Ethnic Wear,Platinum B,264.0,1996.0,36.0,1.0,0.0,0.0,14-Sep-23,Jaipur,23.0,342.8571428571429,59.0,10.62,412.4771428571429,482,300-500,250-500,1.0,4.82,20.0,20.0,13.0,30.0,40.0,12.0,69.82,412.48,412.18,78.56,16.29875518672199,19.045903842290826,557.0,539.0
