,,,,,,,,,,,,,,,,,,
,,Master SKU,Style ID / Parent SKU,Size,Category,Loc,ST CS,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date,Manual Close / New,Child Remark,Parent Remark
,,JOPLJPR57-3XL,JOPLJPR57,3XL,Kurta-Jpr,Jaipur,253,329,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-4XL,JOPLJPR57,4XL,Kurta-Jpr,Jaipur,253,329,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-5XL,JOPLJPR57,5XL,Kurta-Jpr,Jaipur,253,354,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-6XL,JOPLJPR57,6XL,Kurta-Jpr,Jaipur,253,354,,380,0,0,0,0,30-Jul-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-L,JOPLJPR57,L,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-XL,JOPLJPR57,XL,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR57-XXL,JOPLJPR57,XXL,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-3XL,JOPLJPR58,3XL,Kurta-Jpr,Jaipur,247,329,,380,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-6XL,JOPLJPR58,6XL,Kurta-Jpr,Jaipur,247,354,,380,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-L,JOPLJPR58,L,Kurta-Jpr,Jaipur,247,304,,380,3,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-M,JOPLJPR58,M,Kurta-Jpr,Jaipur,247,304,,380,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-S,JOPLJPR58,S,Kurta-Jpr,Jaipur,247,304,,380,9,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-XL,JOPLJPR58,XL,Kurta-Jpr,Jaipur,247,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR58-XXL,JOPLJPR58,XXL,Kurta-Jpr,Jaipur,247,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR601-L,JOPLJPR601,L,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR601-M,JOPLJPR601,M,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR601-S,JOPLJPR601,S,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR601-XL,JOPLJPR601,XL,Kurta-Jpr,Jaipur,350,380,,475,9,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR601-XXL,JOPLJPR601,XXL,Kurta-Jpr,Jaipur,350,380,,475,2,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR602-L,JOPLJPR602,L,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR602-M,JOPLJPR602,M,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR602-S,JOPLJPR602,S,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR602-XXL,JOPLJPR602,XXL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR603-L,JOPLJPR603,L,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR603-M,JOPLJPR603,M,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR603-S,JOPLJPR603,S,Kurta-Jpr,Jaipur,350,380,,475,2,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR603-XL,JOPLJPR603,XL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR604-L,JOPLJPR604,L,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR604-M,JOPLJPR604,M,Kurta-Jpr,Jaipur,350,380,,475,1,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR604-S,JOPLJPR604,S,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR604-XL,JOPLJPR604,XL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR604-XXL,JOPLJPR604,XXL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR606-3XL,JOPLJPR606,3XL,Kurta-Jpr,Jaipur,350,395,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR606-XL,JOPLJPR606,XL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR607-3XL,JOPLJPR607,3XL,Kurta-Jpr,Jaipur,350,395,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR607-L,JOPLJPR607,L,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR607-M,JOPLJPR607,M,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR607-S,JOPLJPR607,S,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR607-XL,JOPLJPR607,XL,Kurta-Jpr,Jaipur,350,380,,475,0,0,0,0,6-Jun-22,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-M,JOPLJPR61,M,Kurta-Jpr,Jaipur,253,304,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-S,JOPLJPR61,S,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-XXL,JOPLJPR61,XXL,Kurta-Jpr,Jaipur,253,304,,380,2,0,0,0,13-Apr-21,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-3XL,JOPLJPR61,3XL,Kurta-Jpr,Jaipur,253,329,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-4XL,JOPLJPR61,4XL,Kurta-Jpr,Jaipur,253,329,,411,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-5XL,JOPLJPR61,5XL,Kurta-Jpr,Jaipur,253,354,,443,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-6XL,JOPLJPR61,6XL,Kurta-Jpr,Jaipur,253,354,,443,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-L,JOPLJPR61,L,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR61-XL,JOPLJPR61,XL,Kurta-Jpr,Jaipur,253,304,,380,0,0,0,0,13-Apr-21,CLOSED,CLOSED,CLOSED
,,JOPLJPR64-L,JOPLJPR64,L,Kurta-Jpr,Jaipur,300,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR64-S,JOPLJPR64,S,Kurta-Jpr,Jaipur,300,304,,380,0,0,0,0,6-Oct-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-XS,JOPLJPR7001,XS,Cotton Top,Jaipur,230,304,,380,2,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-L,JOPLJPR7001,L,Cotton Top,Jaipur,230,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-M,JOPLJPR7001,M,Cotton Top,Jaipur,230,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-S,JOPLJPR7001,S,Cotton Top,Jaipur,230,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-XL,JOPLJPR7001,XL,Cotton Top,Jaipur,230,304,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7001-XXL,JOPLJPR7001,XXL,Cotton Top,Jaipur,230,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-L,JOPLJPR7002,L,Cotton Top,Jaipur,260,304,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-M,JOPLJPR7002,M,Cotton Top,Jaipur,260,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-S,JOPLJPR7002,S,Cotton Top,Jaipur,260,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-XL,JOPLJPR7002,XL,Cotton Top,Jaipur,260,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-XS,JOPLJPR7002,XS,Cotton Top,Jaipur,260,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7002-XXL,JOPLJPR7002,XXL,Cotton Top,Jaipur,260,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-XL,JOPLJPR7003,XL,Cotton Top,Jaipur,230,304,,380,2,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-XXL,JOPLJPR7003,XXL,Cotton Top,Jaipur,230,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-L,JOPLJPR7003,L,Cotton Top,Jaipur,230,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-M,JOPLJPR7003,M,Cotton Top,Jaipur,230,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-S,JOPLJPR7003,S,Cotton Top,Jaipur,230,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7003-XS,JOPLJPR7003,XS,Cotton Top,Jaipur,230,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-L,JOPLJPR7005,L,Cotton Top,Jaipur,256,304,,380,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-M,JOPLJPR7005,M,Cotton Top,Jaipur,256,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-S,JOPLJPR7005,S,Cotton Top,Jaipur,256,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-XL,JOPLJPR7005,XL,Cotton Top,Jaipur,256,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-XS,JOPLJPR7005,XS,Cotton Top,Jaipur,256,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7005-XXL,JOPLJPR7005,XXL,Cotton Top,Jaipur,256,304,,380,0,0,0,0,15-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-L,JOPLJPR7008,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-M,JOPLJPR7008,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-S,JOPLJPR7008,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-XL,JOPLJPR7008,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-XS,JOPLJPR7008,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7008-XXL,JOPLJPR7008,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-L,JOPLJPR7009,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-M,JOPLJPR7009,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-S,JOPLJPR7009,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-XL,JOPLJPR7009,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-XS,JOPLJPR7009,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7009-XXL,JOPLJPR7009,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR701-XL,JOPLJPR701,XL,Cotton Top,Jaipur,260,304,,380,0,0,0,0,4-Jun-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR701-L,JOPLJPR701,L,Cotton Top,Jaipur,260,304,,380,0,0,0,0,4-Jun-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR701-M,JOPLJPR701,M,Cotton Top,Jaipur,260,304,,380,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR701-S,JOPLJPR701,S,Cotton Top,Jaipur,260,304,,380,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR701-XXL,JOPLJPR701,XXL,Cotton Top,Jaipur,260,304,,380,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-L,JOPLJPR7010,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-M,JOPLJPR7010,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-S,JOPLJPR7010,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-XL,JOPLJPR7010,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-XS,JOPLJPR7010,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7010-XXL,JOPLJPR7010,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-L,JOPLJPR7011,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-M,JOPLJPR7011,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-S,JOPLJPR7011,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-XL,JOPLJPR7011,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-XS,JOPLJPR7011,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7011-XXL,JOPLJPR7011,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-L,JOPLJPR7013,L,Cotton Top,Jaipur,216,304,,380,2,2,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-S,JOPLJPR7013,S,Cotton Top,Jaipur,216,304,,380,6,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-XL,JOPLJPR7013,XL,Cotton Top,Jaipur,216,304,,380,14,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-XS,JOPLJPR7013,XS,Cotton Top,Jaipur,216,304,,380,4,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-XXL,JOPLJPR7013,XXL,Cotton Top,Jaipur,216,304,,380,20,4,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7013-M,JOPLJPR7013,M,Cotton Top,Jaipur,216,304,,380,1,0,0,0,24-Jan-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-XS,JOPLJPR7014,XS,Cotton Top,Jaipur,256,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-L,JOPLJPR7014,L,Cotton Top,Jaipur,256,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-XXL,JOPLJPR7014,XXL,Cotton Top,Jaipur,256,304,,380,7,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-M,JOPLJPR7014,M,Cotton Top,Jaipur,256,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-S,JOPLJPR7014,S,Cotton Top,Jaipur,256,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7014-XL,JOPLJPR7014,XL,Cotton Top,Jaipur,256,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-XXL,JOPLJPR702,XXL,Cotton Top,Jaipur,255,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-L,JOPLJPR702,L,Cotton Top,Jaipur,255,304,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-M,JOPLJPR702,M,Cotton Top,Jaipur,255,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-S,JOPLJPR702,S,Cotton Top,Jaipur,255,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-XL,JOPLJPR702,XL,Cotton Top,Jaipur,255,304,,380,1,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR702-XS,JOPLJPR702,XS,Cotton Top,Jaipur,255,304,,380,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-XXL,JOPLJPR7023,XXL,Cotton Top,Jaipur,206,304,,380,14,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-L,JOPLJPR7023,L,Cotton Top,Jaipur,206,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-XS,JOPLJPR7023,XS,Cotton Top,Jaipur,206,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-S,JOPLJPR7023,S,Cotton Top,Jaipur,206,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-XL,JOPLJPR7023,XL,Cotton Top,Jaipur,206,304,,380,6,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7023-M,JOPLJPR7023,M,Cotton Top,Jaipur,206,304,,380,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-L,JOPLJPR7024,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-M,JOPLJPR7024,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-S,JOPLJPR7024,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-XL,JOPLJPR7024,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-XS,JOPLJPR7024,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7024-XXL,JOPLJPR7024,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-L,JOPLJPR7025,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-M,JOPLJPR7025,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-S,JOPLJPR7025,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-XL,JOPLJPR7025,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-XS,JOPLJPR7025,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7025-XXL,JOPLJPR7025,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-L,JOPLJPR7026,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-M,JOPLJPR7026,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-S,JOPLJPR7026,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-XL,JOPLJPR7026,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-XS,JOPLJPR7026,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7026-XXL,JOPLJPR7026,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-L,JOPLJPR7027,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-M,JOPLJPR7027,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-S,JOPLJPR7027,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-XL,JOPLJPR7027,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-XS,JOPLJPR7027,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7027-XXL,JOPLJPR7027,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-L,JOPLJPR7028,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,7-Oct-23,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-M,JOPLJPR7028,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-S,JOPLJPR7028,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-XL,JOPLJPR7028,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-XS,JOPLJPR7028,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7028-XXL,JOPLJPR7028,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-L,JOPLJPR7029,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,11-Apr-24,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-M,JOPLJPR7029,M,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-S,JOPLJPR7029,S,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-XL,JOPLJPR7029,XL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-XS,JOPLJPR7029,XS,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR7029-XXL,JOPLJPR7029,XXL,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-S,JOPLJPR703,S,Cotton Top,Jaipur,275,304,,380,5,0,0,0,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-L,JOPLJPR703,L,Cotton Top,Jaipur,275,304,,380,20,0,0,0,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-XS,JOPLJPR703,XS,Cotton Top,Jaipur,275,304,,380,4,1,0,0,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-3XL,JOPLJPR703,3XL,Cotton Top,Jaipur,275,304,,380,25,0,0,0,30-Apr-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-XXL,JOPLJPR703,XXL,Cotton Top,Jaipur,275,304,,380,19,0,0,1,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-M,JOPLJPR703,M,Cotton Top,Jaipur,275,304,,380,7,0,0,0,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR703-XL,JOPLJPR703,XL,Cotton Top,Jaipur,275,304,,380,2,0,0,0,15-Jul-25,CLOSED,CLOSED,CLOSED
,,JOPLJPR7030-L,JOPLJPR7030,L,Cotton Top,Jaipur,production Hold,0,,0,0,0,0,0,########,CLOSED,CLOSED,CLOSED
