,,,,,,,,,,,,,,,,,,
,,Master SKU,Style ID / Parent SKU,Size,Category,Loc,ST CS,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date,Manual Close / New,Child Remark,Parent Remark
,,JOPLJPR780-XL,JOPLJPR780,XL,Cotton Top,Jaipur,245,306,,380,76,0,0,0,14-Oct-24,,Slow Moving,Slow Moving
,,JOPLJPR780-XS,JOPLJPR780,XS,Cotton Top,Jaipur,245,306,,380,85,0,0,0,14-Oct-24,,Slow Moving,Slow Moving
,,JOPLJPR780-XXL,JOPLJPR780,XXL,Cotton Top,Jaipur,245,306,,380,68,1,0,0,14-Oct-24,,Slow Moving,Slow Moving
,,JOPLJPR784-L,JOPLJPR784,L,Cotton Top,Jaipur,248,310,,380,0,0,0,0,########,,Platinum C,Slow Moving
,,JOPLJPR784-M,JOPLJPR784,M,Cotton Top,Jaipur,248,310,,380,0,0,0,0,5-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR784-S,JOPLJPR784,S,Cotton Top,Jaipur,248,310,,380,14,0,0,0,5-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR784-XL,JOPLJPR784,XL,Cotton Top,Jaipur,248,310,,380,16,0,0,0,5-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR784-XS,JOPLJPR784,XS,Cotton Top,Jaipur,248,310,,380,25,0,0,0,5-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR784-XXL,JOPLJPR784,XXL,Cotton Top,Jaipur,248,310,,380,25,0,0,0,5-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR786-L,JOPLJPR786,L,Cotton Top,Jaipur,274,304,,380,7,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR786-M,JOPLJPR786,M,Cotton Top,Jaipur,274,304,,380,7,1,0,2,########,,Slow Moving,Slow Moving
,,JOPLJPR786-S,JOPLJPR786,S,Cotton Top,Jaipur,274,304,,380,25,0,0,2,########,,Slow Moving,Slow Moving
,,JOPLJPR786-XL,JOPLJPR786,XL,Cotton Top,Jaipur,274,304,,380,62,11,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR786-XS,JOPLJPR786,XS,Cotton Top,Jaipur,274,304,,380,55,0,0,1,########,,Slow Moving,Slow Moving
,,JOPLJPR786-XXL,JOPLJPR786,XXL,Cotton Top,Jaipur,274,304,,380,37,2,0,1,########,,Slow Moving,Slow Moving
,,JOPLJPR788-L,JOPLJPR788,L,Cotton Top,Jaipur,244,305,,380,39,0,0,0,11-Apr-24,,Platinum C,Slow Moving
,,JOPLJPR788-M,JOPLJPR788,M,Cotton Top,Jaipur,244,305,,380,54,0,0,0,11-Apr-24,,Platinum C,Slow Moving
,,JOPLJPR788-S,JOPLJPR788,S,Cotton Top,Jaipur,244,305,,380,68,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR788-XL,JOPLJPR788,XL,Cotton Top,Jaipur,244,305,,380,72,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR788-XS,JOPLJPR788,XS,Cotton Top,Jaipur,244,305,,380,80,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR788-XXL,JOPLJPR788,XXL,Cotton Top,Jaipur,244,305,,380,27,0,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-L,JOPLJPR789,L,Cotton Top,Jaipur,232,290,,380,17,3,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-M,JOPLJPR789,M,Cotton Top,Jaipur,232,290,,380,27,1,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-S,JOPLJPR789,S,Cotton Top,Jaipur,232,290,,380,48,0,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-XL,JOPLJPR789,XL,Cotton Top,Jaipur,232,290,,380,43,0,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-XS,JOPLJPR789,XS,Cotton Top,Jaipur,232,290,,380,82,0,0,0,9-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR789-XXL,JOPLJPR789,XXL,Cotton Top,Jaipur,232,290,,380,44,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-L,JOPLJPR790,L,Cotton Top,Jaipur,248,310,,380,22,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-M,JOPLJPR790,M,Cotton Top,Jaipur,248,310,,380,15,2,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-S,JOPLJPR790,S,Cotton Top,Jaipur,248,310,,380,31,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-XL,JOPLJPR790,XL,Cotton Top,Jaipur,248,310,,380,27,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-XS,JOPLJPR790,XS,Cotton Top,Jaipur,248,310,,380,37,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR790-XXL,JOPLJPR790,XXL,Cotton Top,Jaipur,248,310,,380,37,0,0,0,11-Apr-24,,Slow Moving,Slow Moving
,,JOPLJPR792-L,JOPLJPR792,L,Cotton Top,Jaipur,293,366,,380,0,0,0,0,11-Apr-24,,Platinum C,Platinum C
,,JOPLJPR792-M,JOPLJPR792,M,Cotton Top,Jaipur,293,366,,380,0,0,0,0,11-Apr-24,,Platinum C,Platinum C
,,JOPLJPR792-S,JOPLJPR792,S,Cotton Top,Jaipur,293,366,,380,1,0,0,0,11-Apr-24,,Platinum C,Platinum C
,,JOPLJPR792-XL,JOPLJPR792,XL,Cotton Top,Jaipur,293,366,,380,2,0,0,0,11-Apr-24,,Platinum C,Platinum C
,,JOPLJPR792-XS,JOPLJPR792,XS,Cotton Top,Jaipur,293,366,,380,0,0,0,0,11-Apr-24,,Platinum C,Platinum C
,,JOPLJPR792-XXL,JOPLJPR792,XXL,Cotton Top,Jaipur,293,366,,380,1,0,0,0,11-Apr-24,,Slow Moving,Platinum C
,,JOPLJPR798-L,JOPLJPR798,L,Cotton Top,Jaipur,265,304,,380,0,0,0,0,3-Feb-24,,Platinum B,Platinum B
,,JOPLJPR798-M,JOPLJPR798,M,Cotton Top,Jaipur,265,304,,380,0,0,0,0,3-Feb-24,,Platinum A,Platinum B
,,JOPLJPR798-S,JOPLJPR798,S,Cotton Top,Jaipur,265,304,,380,0,0,0,0,########,,Platinum B,Platinum B
,,JOPLJPR798-XL,JOPLJPR798,XL,Cotton Top,Jaipur,265,304,,380,0,0,0,0,3-Feb-24,,Platinum A,Platinum B
,,JOPLJPR798-XS,JOPLJPR798,XS,Cotton Top,Jaipur,265,304,,380,0,0,0,0,3-Feb-24,,Platinum B,Platinum B
,,JOPLJPR798-XXL,JOPLJPR798,XXL,Cotton Top,Jaipur,265,304,,380,0,0,0,0,15-Jan-25,,Platinum B,Platinum B
,,JOPLJPR801-3XL,JOPLJPR801,3XL,Skd-Jpr,Jaipur,694,935,,"1,119",49,3,0,0,3-Feb-24,,Platinum C,Platinum C
,,JOPLJPR801-4XL,JOPLJPR801,4XL,Skd-Jpr,Jaipur,694,935,,"1,119",39,0,0,0,20-Jan-22,,Platinum C,Platinum C
,,JOPLJPR801-5XL,JOPLJPR801,5XL,Skd-Jpr,Jaipur,694,975,,"1,119",28,16,0,0,20-Jan-22,,Slow Moving,Platinum C
,,JOPLJPR801-6XL,JOPLJPR801,6XL,Skd-Jpr,Jaipur,694,975,,"1,119",20,0,0,0,20-Jan-22,,Platinum C,Platinum C
,,JOPLJPR801-L,JOPLJPR801,L,Skd-Jpr,Jaipur,694,895,,"1,119",53,0,0,0,20-Jan-22,,Platinum B,Platinum C
,,JOPLJPR801-M,JOPLJPR801,M,Skd-Jpr,Jaipur,694,895,,"1,119",101,0,0,0,20-Jan-22,,Platinum C,Platinum C
,,JOPLJPR801-S,JOPLJPR801,S,Skd-Jpr,Jaipur,694,895,,"1,119",104,2,0,2,1-Oct-22,,Platinum C,Platinum C
,,JOPLJPR801-XL,JOPLJPR801,XL,Skd-Jpr,Jaipur,694,895,,"1,119",83,0,0,0,########,,Platinum C,Platinum C
,,JOPLJPR801-XXL,JOPLJPR801,XXL,Skd-Jpr,Jaipur,694,895,,"1,119",67,2,5,0,########,,Platinum C,Platinum C
,,JOPLJPR83-3XL,JOPLJPR83,3XL,Kurta-Jpr,Jaipur,264,329,,405,148,0,2,0,8-Aug-23,,Platinum C,Platinum B
,,JOPLJPR83-4XL,JOPLJPR83,4XL,Kurta-Jpr,Jaipur,264,329,,405,23,2,0,0,8-Aug-23,,Platinum B,Platinum B
,,JOPLJPR83-5XL,JOPLJPR83,5XL,Kurta-Jpr,Jaipur,264,354,,430,36,1,0,0,########,,Platinum B,Platinum B
,,JOPLJPR83-6XL,JOPLJPR83,6XL,Kurta-Jpr,Jaipur,264,354,,430,22,0,4,0,########,,Platinum C,Platinum B
,,JOPLJPR83-L,JOPLJPR83,L,Kurta-Jpr,Jaipur,264,304,,380,60,0,1,0,14-Oct-23,,Platinum A,Platinum B
,,JOPLJPR83-M,JOPLJPR83,M,Kurta-Jpr,Jaipur,264,304,,380,145,0,1,0,14-Oct-23,,Platinum B,Platinum B
,,JOPLJPR83-S,JOPLJPR83,S,Kurta-Jpr,Jaipur,264,304,,380,68,1,1,0,14-Oct-23,,Platinum C,Platinum B
,,JOPLJPR83-XL,JOPLJPR83,XL,Kurta-Jpr,Jaipur,264,304,,380,161,0,0,0,17-Oct-23,,Platinum A,Platinum B
,,JOPLJPR83-XXL,JOPLJPR83,XXL,Kurta-Jpr,Jaipur,264,304,,380,61,0,0,0,17-Oct-23,,Platinum A,Platinum B
,,JOPLJPR841-L,JOPLJPR841,L,Skd-Jpr,Jaipur,770,772,,965,20,0,0,0,10-Jul-24,,Slow Moving,Slow Moving
,,JOPLJPR841-M,JOPLJPR841,M,Skd-Jpr,Jaipur,770,772,,965,10,0,0,0,10-Jul-24,,Slow Moving,Slow Moving
,,JOPLJPR841-S,JOPLJPR841,S,Skd-Jpr,Jaipur,770,772,,965,29,0,0,0,10-Jul-24,,Slow Moving,Slow Moving
,,JOPLJPR841-XL,JOPLJPR841,XL,Skd-Jpr,Jaipur,770,772,,965,54,0,0,0,10-Jul-24,,Slow Moving,Slow Moving
,,JOPLJPR841-XXL,JOPLJPR841,XXL,Skd-Jpr,Jaipur,770,772,,965,56,0,0,1,10-Jul-24,,Slow Moving,Slow Moving
,,JOPLJPR842-L,JOPLJPR842,L,Skd-Jpr,Jaipur,765,772,,965,38,0,0,0,17-Oct-23,,Slow Moving,Slow Moving
,,JOPLJPR842-M,JOPLJPR842,M,Skd-Jpr,Jaipur,765,772,,965,24,0,0,0,17-Oct-23,,Platinum C,Slow Moving
,,JOPLJPR842-S,JOPLJPR842,S,Skd-Jpr,Jaipur,765,772,,965,0,0,0,0,17-Oct-23,,Slow Moving,Slow Moving
,,JOPLJPR842-XL,JOPLJPR842,XL,Skd-Jpr,Jaipur,765,772,,965,38,0,0,0,17-Oct-23,,Slow Moving,Slow Moving
,,JOPLJPR842-XXL,JOPLJPR842,XXL,Skd-Jpr,Jaipur,765,772,,965,24,0,0,0,17-Oct-23,,Slow Moving,Slow Moving
,,JOPLJPR849-L,JOPLJPR849,L,Skd-Jpr,Jaipur,710,838,,"1,048",42,0,0,0,6-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR849-M,JOPLJPR849,M,Skd-Jpr,Jaipur,710,838,,"1,048",49,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR849-S,JOPLJPR849,S,Skd-Jpr,Jaipur,710,838,,"1,048",27,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR849-XL,JOPLJPR849,XL,Skd-Jpr,Jaipur,710,838,,"1,048",38,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR849-XXL,JOPLJPR849,XXL,Skd-Jpr,Jaipur,710,838,,"1,048",40,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR85-3XL,JOPLJPR85,3XL,Kurta-Jpr,Jaipur,251,329,,405,2,0,0,0,########,,Platinum A,Platinum B
,,JOPLJPR85-4XL,JOPLJPR85,4XL,Kurta-Jpr,Jaipur,251,329,,405,0,2,0,0,3-Feb-24,,Platinum A,Platinum B
,,JOPLJPR85-5XL,JOPLJPR85,5XL,Kurta-Jpr,Jaipur,251,354,,430,0,0,0,0,19-Jul-24,,Slow Moving,Platinum B
,,JOPLJPR85-6XL,JOPLJPR85,6XL,Kurta-Jpr,Jaipur,251,354,,430,0,0,0,0,24-Jul-21,,Slow Moving,Platinum B
,,JOPLJPR85-L,JOPLJPR85,L,Kurta-Jpr,Jaipur,251,304,,380,28,0,0,0,24-Jul-21,,Diamond C,Platinum B
,,JOPLJPR85-M,JOPLJPR85,M,Kurta-Jpr,Jaipur,251,304,,380,20,5,0,1,13-Jan-25,,Platinum A,Platinum B
,,JOPLJPR85-S,JOPLJPR85,S,Kurta-Jpr,Jaipur,251,304,,380,5,0,0,0,13-Jan-25,,Platinum C,Platinum B
,,JOPLJPR85-XL,JOPLJPR85,XL,Kurta-Jpr,Jaipur,251,304,,380,0,0,0,0,13-Jan-25,,Platinum C,Platinum B
,,JOPLJPR85-XXL,JOPLJPR85,XXL,Kurta-Jpr,Jaipur,251,304,,380,21,0,0,0,13-Jan-25,,Diamond C,Platinum B
,,JOPLJPR851-3XL,JOPLJPR851,3XL,Skd-Jpr,Jaipur,665,872,,"1,090",6,5,0,0,2-Mar-24,,Slow Moving,Slow Moving
,,JOPLJPR851-4XL,JOPLJPR851,4XL,Skd-Jpr,Jaipur,665,872,,"1,090",0,0,0,0,2-Mar-24,,Slow Moving,Slow Moving
,,JOPLJPR851-L,JOPLJPR851,L,Skd-Jpr,Jaipur,665,832,,"1,040",0,0,0,0,2-Mar-24,,Slow Moving,Slow Moving
,,JOPLJPR851-M,JOPLJPR851,M,Skd-Jpr,Jaipur,665,832,,"1,040",1,3,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR851-S,JOPLJPR851,S,Skd-Jpr,Jaipur,665,832,,"1,040",2,4,0,0,2-Mar-24,,Slow Moving,Slow Moving
,,JOPLJPR851-XL,JOPLJPR851,XL,Skd-Jpr,Jaipur,665,832,,"1,040",0,0,0,0,3-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR851-XXL,JOPLJPR851,XXL,Skd-Jpr,Jaipur,665,832,,"1,040",25,1,0,0,3-Nov-24,,Slow Moving,Slow Moving
,,JOPLJPR852-3XL,JOPLJPR852,3XL,Skd-Jpr,Jaipur,600,750,,938,0,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR852-4XL,JOPLJPR852,4XL,Skd-Jpr,Jaipur,600,750,,938,0,0,0,0,15-Jun-24,,Slow Moving,Slow Moving
,,JOPLJPR852-L,JOPLJPR852,L,Skd-Jpr,Jaipur,600,750,,938,0,0,0,0,3-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR852-M,JOPLJPR852,M,Skd-Jpr,Jaipur,600,750,,938,3,0,0,0,3-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR852-S,JOPLJPR852,S,Skd-Jpr,Jaipur,600,750,,938,16,0,0,0,3-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR852-XL,JOPLJPR852,XL,Skd-Jpr,Jaipur,600,750,,938,3,0,0,0,3-Feb-24,,Slow Moving,Slow Moving
,,JOPLJPR852-XXL,JOPLJPR852,XXL,Skd-Jpr,Jaipur,600,750,,938,0,0,0,0,30-Oct-21,,Slow Moving,Slow Moving
,,JOPLJPR865-L,JOPLJPR865,L,Skd-Jpr,Jaipur,955,"1,196",,"1,495",15,0,0,0,1-May-25,,Slow Moving,Slow Moving
,,JOPLJPR865-M,JOPLJPR865,M,Skd-Jpr,Jaipur,955,"1,196",,"1,495",15,0,0,0,1-May-25,,Slow Moving,Slow Moving
,,JOPLJPR865-S,JOPLJPR865,S,Skd-Jpr,Jaipur,955,"1,196",,"1,495",7,0,0,0,1-May-25,,Slow Moving,Slow Moving
,,JOPLJPR865-XL,JOPLJPR865,XL,Skd-Jpr,Jaipur,955,"1,196",,"1,495",21,0,0,0,1-May-25,,Slow Moving,Slow Moving
,,JOPLJPR865-XXL,JOPLJPR865,XXL,Skd-Jpr,Jaipur,955,"1,196",,"1,495",7,0,0,0,9-Oct-24,,Slow Moving,Slow Moving
,,JOPLJPR867-L,JOPLJPR867,L,Skd-St,Surat,510,600,,750,0,0,0,0,1-May-25,,Platinum C,Platinum C
,,JOPLJPR867-M,JOPLJPR867,M,Skd-St,Surat,510,600,,750,0,0,0,0,1-May-25,,Slow Moving,Platinum C
,,JOPLJPR867-S,JOPLJPR867,S,Skd-St,Surat,510,600,,750,1,0,0,2,1-May-25,,Platinum C,Platinum C
,,JOPLJPR867-XL,JOPLJPR867,XL,Skd-St,Surat,510,600,,750,0,0,0,0,1-May-25,,Platinum C,Platinum C
,,JOPLJPR867-XXL,JOPLJPR867,XXL,Skd-St,Surat,510,600,,750,0,0,0,0,24-Jul-21,,Platinum C,Platinum C
,,JOPLJPR868-L,JOPLJPR868,L,Skd-St,Surat,545,641,,801,3,0,0,0,28-Oct-21,,Platinum C,Platinum C
,,JOPLJPR868-M,JOPLJPR868,M,Skd-St,Surat,545,641,,801,6,0,0,1,28-Oct-21,,Platinum C,Platinum C
,,JOPLJPR868-S,JOPLJPR868,S,Skd-St,Surat,545,641,,801,3,1,0,0,24-Jul-21,,Slow Moving,Platinum C
,,JOPLJPR868-XL,JOPLJPR868,XL,Skd-St,Surat,545,641,,801,1,0,0,0,1-May-25,,Platinum B,Platinum C
,,JOPLJPR868-XXL,JOPLJPR868,XXL,Skd-St,Surat,545,641,,801,8,0,0,0,1-May-25,,Platinum B,Platinum C
,,JOPLJPR869-L,JOPLJPR869,L,Skd-Jpr,Jaipur,589,0,,0,41,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR869-M,JOPLJPR869,M,Skd-Jpr,Jaipur,589,0,,0,39,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR869-S,JOPLJPR869,S,Skd-Jpr,Jaipur,589,0,,0,40,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR869-XL,JOPLJPR869,XL,Skd-Jpr,Jaipur,589,0,,0,42,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR869-XXL,JOPLJPR869,XXL,Skd-Jpr,Jaipur,589,0,,0,38,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR870-L,JOPLJPR870,L,Skd-Jpr,Jaipur,586,0,,0,40,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR870-M,JOPLJPR870,M,Skd-Jpr,Jaipur,586,0,,0,40,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR870-S,JOPLJPR870,S,Skd-Jpr,Jaipur,586,0,,0,40,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR870-XL,JOPLJPR870,XL,Skd-Jpr,Jaipur,586,0,,0,35,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR870-XXL,JOPLJPR870,XXL,Skd-Jpr,Jaipur,586,0,,0,45,0,0,0,########,,Slow Moving,Slow Moving
,,JOPLJPR89-3XL,JOPLJPR89,3XL,Kurta-Jpr,Jaipur,240,329,,405,92,0,0,7,28-Oct-21,,Platinum C,Platinum C
,,JOPLJPR89-4XL,JOPLJPR89,4XL,Kurta-Jpr,Jaipur,240,329,,405,69,6,0,0,28-Oct-21,,Platinum B,Platinum C
,,JOPLJPR89-5XL,JOPLJPR89,5XL,Kurta-Jpr,Jaipur,240,354,,430,27,0,0,0,28-Jul-22,,Platinum C,Platinum C
,,JOPLJPR89-6XL,JOPLJPR89,6XL,Kurta-Jpr,Jaipur,240,354,,430,27,0,0,0,8-Apr-22,,Platinum C,Platinum C
,,JOPLJPR89-L,JOPLJPR89,L,Kurta-Jpr,Jaipur,240,304,,380,100,8,0,1,24-Jul-21,,Platinum C,Platinum C
,,JOPLJPR89-M,JOPLJPR89,M,Kurta-Jpr,Jaipur,240,304,,380,121,3,0,3,24-Jul-21,,Platinum C,Platinum C
,,JOPLJPR89-S,JOPLJPR89,S,Kurta-Jpr,Jaipur,240,304,,380,86,8,0,1,24-Jul-21,,Slow Moving,Platinum C
,,JOPLJPR89-XL,JOPLJPR89,XL,Kurta-Jpr,Jaipur,240,304,,380,47,1,0,0,24-Jul-21,,Platinum C,Platinum C
,,JOPLJPR89-XXL,JOPLJPR89,XXL,Kurta-Jpr,Jaipur,240,304,,380,39,2,0,0,24-Jul-21,,Platinum C,Platinum C
,,JOPLLTRW2007-10XL,JOPLLTRW2007,10XL,Rw Salwar Suit,Surat,275,410,,513,0,5,0,1,########,,Platinum B,Diamond C
,,JOPLLTRW2007-3XL,JOPLLTRW2007,3XL,Rw Salwar Suit,Surat,275,365,,457,48,12,0,10,22-Jul-24,,Diamond B,Diamond C
,,JOPLLTRW2007-4XL,JOPLLTRW2007,4XL,Rw Salwar Suit,Surat,275,365,,457,0,2,1,21,22-Jul-24,,Diamond B,Diamond C
,,JOPLLTRW2007-5XL,JOPLLTRW2007,5XL,Rw Salwar Suit,Surat,275,380,,475,68,6,1,15,22-Jul-24,,Diamond A,Diamond C
,,JOPLLTRW2007-6XL,JOPLLTRW2007,6XL,Rw Salwar Suit,Surat,275,380,,475,104,2,9,2,########,,Diamond C,Diamond C
,,JOPLLTRW2007-7XL,JOPLLTRW2007,7XL,Rw Salwar Suit,Surat,275,395,,494,104,0,0,0,18-Jul-24,,Diamond C,Diamond C
,,JOPLLTRW2007-8XL,JOPLLTRW2007,8XL,Rw Salwar Suit,Surat,275,395,,494,0,0,0,0,18-Jul-24,,Platinum B,Diamond C
,,JOPLLTRW2007-9XL,JOPLLTRW2007,9XL,Rw Salwar Suit,Surat,275,410,,513,35,0,0,0,18-Jul-24,,Platinum B,Diamond C
,,JOPLLTRW2007-L,JOPLLTRW2007,L,Rw Salwar Suit,Surat,275,350,,438,35,0,3,0,########,,Platinum B,Diamond C
,,JOPLLTRW2007-M,JOPLLTRW2007,M,Rw Salwar Suit,Surat,275,350,,438,63,4,2,2,########,,Platinum B,Diamond C
,,JOPLLTRW2007-S,JOPLLTRW2007,S,Rw Salwar Suit,Surat,275,350,,438,4,0,0,2,########,,Platinum C,Diamond C
,,JOPLLTRW2007-XL,JOPLLTRW2007,XL,Rw Salwar Suit,Surat,275,350,,438,107,2,4,0,########,,Diamond B,Diamond C
,,JOPLLTRW2007-XXL,JOPLLTRW2007,XXL,Rw Salwar Suit,Surat,275,350,,438,224,11,18,0,########,,Diamond A,Diamond C
,,JOPLLTRW2015-10XL,JOPLLTRW2015,10XL,Rw Salwar Suit,Surat,275,410,,513,125,1,0,13,########,,Diamond B,Diamond A
,,JOPLLTRW2015-3XL,JOPLLTRW2015,3XL,Rw Salwar Suit,Surat,275,365,,457,18,2,26,14,########,,Diamond A,Diamond A
,,JOPLLTRW2015-4XL,JOPLLTRW2015,4XL,Rw Salwar Suit,Surat,275,365,,457,0,0,8,34,########,,Diamond A,Diamond A
,,JOPLLTRW2015-5XL,JOPLLTRW2015,5XL,Rw Salwar Suit,Surat,275,380,,475,0,3,2,11,########,,Diamond A,Diamond A
,,JOPLLTRW2015-6XL,JOPLLTRW2015,6XL,Rw Salwar Suit,Surat,275,380,,475,7,1,4,15,########,,Diamond A,Diamond A
,,JOPLLTRW2015-7XL,JOPLLTRW2015,7XL,Rw Salwar Suit,Surat,275,395,,494,16,0,6,0,########,,Diamond A,Diamond A
,,JOPLLTRW2015-8XL,JOPLLTRW2015,8XL,Rw Salwar Suit,Surat,275,395,,494,79,0,0,19,########,,Diamond C,Diamond A
,,JOPLLTRW2015-9XL,JOPLLTRW2015,9XL,Rw Salwar Suit,Surat,275,410,,513,1,2,0,3,########,,Platinum A,Diamond A
,,JOPLLTRW2015-L,JOPLLTRW2015,L,Rw Salwar Suit,Surat,275,350,,438,51,1,14,3,########,,Diamond A,Diamond A
,,JOPLLTRW2015-M,JOPLLTRW2015,M,Rw Salwar Suit,Surat,275,350,,438,250,2,0,0,31-Jan-25,,Diamond B,Diamond A
,,JOPLLTRW2015-S,JOPLLTRW2015,S,Rw Salwar Suit,Surat,275,350,,438,20,16,0,1,31-Jan-25,,Platinum A,Diamond A
,,JOPLLTRW2015-XL,JOPLLTRW2015,XL,Rw Salwar Suit,Surat,275,350,,438,8,2,29,36,31-Jan-25,,Diamond A,Diamond A
,,JOPLLTRW2015-XXL,JOPLLTRW2015,XXL,Rw Salwar Suit,Surat,275,350,,438,117,8,34,1,31-Jan-25,,Diamond A,Diamond A
,,JOPLLTRW2016-10XL,JOPLLTRW2016,10XL,Rw Salwar Suit,Surat,275,410,,513,5,0,0,0,########,,Platinum B,Platinum A
,,JOPLLTRW2016-3XL,JOPLLTRW2016,3XL,Rw Salwar Suit,Surat,275,365,,457,1,0,2,2,8-Mar-24,,Diamond C,Platinum A
,,JOPLLTRW2016-4XL,JOPLLTRW2016,4XL,Rw Salwar Suit,Surat,275,365,,457,16,0,0,3,6-Jul-24,,Diamond C,Platinum A
,,JOPLLTRW2016-5XL,JOPLLTRW2016,5XL,Rw Salwar Suit,Surat,275,380,,475,0,0,0,3,7-Nov-24,,Diamond C,Platinum A
,,JOPLLTRW2016-6XL,JOPLLTRW2016,6XL,Rw Salwar Suit,Surat,275,380,,475,0,1,0,3,31-Jan-25,,Platinum A,Platinum A
,,JOPLLTRW2016-7XL,JOPLLTRW2016,7XL,Rw Salwar Suit,Surat,275,395,,494,0,1,0,0,31-Jan-25,,Platinum C,Platinum A
,,JOPLLTRW2016-8XL,JOPLLTRW2016,8XL,Rw Salwar Suit,Surat,275,395,,494,0,0,0,0,31-Jan-25,,Platinum C,Platinum A
,,JOPLLTRW2016-9XL,JOPLLTRW2016,9XL,Rw Salwar Suit,Surat,275,410,,513,2,4,0,0,31-Jan-25,,Platinum C,Platinum A
,,JOPLLTRW2016-L,JOPLLTRW2016,L,Rw Salwar Suit,Surat,275,350,,438,0,0,0,0,31-Jan-25,,Platinum A,Platinum A
,,JOPLLTRW2016-M,JOPLLTRW2016,M,Rw Salwar Suit,Surat,275,350,,438,11,0,0,6,31-Jan-25,,Platinum A,Platinum A
,,JOPLLTRW2016-S,JOPLLTRW2016,S,Rw Salwar Suit,Surat,275,350,,438,4,7,8,1,9-Jan-23,,Platinum C,Platinum A
,,JOPLLTRW2016-XL,JOPLLTRW2016,XL,Rw Salwar Suit,Surat,275,350,,438,6,0,1,1,########,,Diamond C,Platinum A
,,JOPLLTRW2016-XXL,JOPLLTRW2016,XXL,Rw Salwar Suit,Surat,275,350,,438,0,0,0,3,########,,Diamond A,Platinum A
,,JOPLLTRW2017-10XL,JOPLLTRW2017,10XL,Rw Salwar Suit,Surat,275,410,,513,1,7,0,23,########,,Diamond A,Diamond A
,,JOPLLTRW2017-3XL,JOPLLTRW2017,3XL,Rw Salwar Suit,Surat,275,365,,457,130,25,23,58,23-Jul-24,,Diamond A,Diamond A
,,JOPLLTRW2017-4XL,JOPLLTRW2017,4XL,Rw Salwar Suit,Surat,275,365,,457,1,13,21,87,23-Jul-24,,Diamond A,Diamond A
,,JOPLLTRW2017-5XL,JOPLLTRW2017,5XL,Rw Salwar Suit,Surat,275,380,,475,0,15,16,61,23-Jul-24,,Diamond A,Diamond A
,,JOPLLTRW2017-6XL,JOPLLTRW2017,6XL,Rw Salwar Suit,Surat,275,380,,475,0,11,12,58,########,,Diamond A,Diamond A
