Master SKU,Style ID / Parent SKU,Size,Category,Loc,Child Remark,Parent Remark,Type
JOPLVSRW4179-XXL,JOPLVSRW4179,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLNS4066C,JOPLNS4066C,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR412-L,JOPLJPR412,L,Plazzo Pant,Jaipur,Closed,Closed,Closed
JOPLST287-XXL,JOPLST287,XXL,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLVSRW4290-6XL,JOPLVSRW4290,6XL,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLJPR734-L,JOPLJPR734,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLLTRW2016-5XL,JOPLLTRW2016,5XL,Rw Salwar Suit,Surat,Diamond C,Platinum A,Live
JOPLJPR4040-XL,JOPLJPR4040,XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5117-S,JOPLVSRW5117,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR4009-L,JOPLJPR4009,L,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5232-S,JOPLVSRW5232,S,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLJPR303-XS,JOPLJPR303,XS,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR44-5XL,JOPLJPR44,5XL,Kurta-Jpr,Jaipur,Diamond B,Diamond B,Live
JOPLJPR4020-3XL,JOPLJPR4020,3XL,Tunics-Jpr,Jaipur,Platinum B,Platinum C,Live
JOPLST224-M,JOPLST224,M,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5238-XL,JOPLVSRW5238,XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLNB3073C,JOPLNB3073C,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR830-XL,JOPLJPR830,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLLTRW2017-XXL,JOPLLTRW2017,XXL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLRJN11-XL,JOPLRJN11,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM5198,JOPLVSM5198,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW1013-5XL,JOPLVSRW1013,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR346-XL,JOPLJPR346,XL,"Dress 46""",Jaipur,Platinum C,Platinum C,Live
JOPLST736-M,JOPLST736,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR139-M,JOPLJPR139,M,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR113-3XL,JOPLJPR113,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST242-XL,JOPLST242,XL,Skd-St,Surat,Diamond C,Platinum A,Live
JOPLVSM5158,JOPLVSM5158,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST243-M,JOPLST243,M,Skd-St,Surat,Diamond A,Diamond A,Live
JOPLJPR7016-XL,JOPLJPR7016,XL,Cotton Top,Jaipur,Platinum B,Platinum C,Live
JOPLVSRW5212-6XL,JOPLVSRW5212,6XL,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLJPR799-XL,JOPLJPR799,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLRJN29-M,SKU DELETED,M,Sku Deleted,Surat,Closed,Closed,Closed
JOPLVSRW5203-3XL,JOPLVSRW5203,3XL,Rw Salwar Suit,Surat,Diamond A,Diamond C,Live
JOPLVL267B-M,JOPLVL267B,M,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL206-L,JOPLVL206,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM5118,JOPLVSM5118,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR829-XL,JOPLJPR829,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7013-L,JOPLJPR7013,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR4015-3XL,JOPLJPR4015,3XL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL228-3XL,JOPLVL228,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW5150-L,JOPLVSMRW5150,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLMSFRTW1509A-4XL,JOPLMSFRTW1509A,4XL,Rtw,Surat,Closed,Closed,Closed
JOPLVL241-XXL,JOPLVL241,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR2011-L,JOPLJPR2011,L,"Dress 46""",Jaipur,Platinum C,Platinum C,Live
JOPLVSM4171,JOPLVSM4171,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST744-XL,JOPLST744,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR412-XXL,JOPLJPR412,XXL,Plazzo Pant,Jaipur,Closed,Closed,Closed
JOPLJPR7024-XS,JOPLJPR7024,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLPDP1081,JOPLPDP1081,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLRJN21-M,JOPLRJN21,M,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
