Master SKU,Style ID / Parent SKU,Size,Category,Location,Cost,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date
JOPLJPR159G-L,JOPLJPR159G,L,Kurta-Jpr,Jaipur,,,,,2,3,1,1,
JOPLJPR159G-M,JOPLJPR159G,M,Kurta-Jpr,Jaipur,,,,,0,12,5,1,
JOPLJPR159G-S,JOPLJPR159G,S,Kurta-Jpr,Jaipur,,,,,1,3,0,1,
JOPLJPR159G-XL,JOPLJPR159G,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR159G-XXL,JOPLJPR159G,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR159H-L,JOPLJPR159H,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR159H-M,JOPLJPR159H,M,Kurta-Jpr,Jaipur,,,,,8,1,1,1,
JOPLJPR159H-S,JOPLJPR159H,S,Kurta-Jpr,Jaipur,,,,,6,5,2,3,
JOPLJPR159H-XL,JOPLJPR159H,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR159H-XXL,JOPLJPR159H,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR160-L,JOPLJPR160,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR160-M,JOPLJPR160,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR160-S,JOPLJPR160,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR160-XL,JOPLJPR160,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR160-XXL,JOPLJPR160,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR161-L,JOPLJPR161,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR161-M,JOPLJPR161,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR161-S,JOPLJPR161,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR161-XL,JOPLJPR161,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR161-XXL,JOPLJPR161,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR162-L,JOPLJPR162,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR162-M,JOPLJPR162,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR162-S,JOPLJPR162,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR162-XL,JOPLJPR162,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR162-XXL,JOPLJPR162,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR163-L,JOPLJPR163,L,KURTA-JPR,Jaipur,,,,,48,2,2,2,
JOPLJPR163-M,JOPLJPR163,M,KURTA-JPR,Jaipur,,,,,26,16,1,2,
JOPLJPR163-S,JOPLJPR163,S,KURTA-JPR,Jaipur,,,,,28,6,1,2,
JOPLJPR163-XL,JOPLJPR163,XL,KURTA-JPR,Jaipur,,,,,45,3,1,5,
JOPLJPR163-XXL,JOPLJPR163,XXL,KURTA-JPR,Jaipur,,,,,43,1,2,1,
JOPLJPR164-L,JOPLJPR164,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR164-M,JOPLJPR164,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR164-S,JOPLJPR164,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR164-XL,JOPLJPR164,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR164-XXL,JOPLJPR164,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR165-L,JOPLJPR165,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR165-M,JOPLJPR165,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR165-S,JOPLJPR165,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR165-XL,JOPLJPR165,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR165-XXL,JOPLJPR165,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR166-L,JOPLJPR166,L,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR166-M,JOPLJPR166,M,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR166-S,JOPLJPR166,S,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR166-XL,JOPLJPR166,XL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR166-XXL,JOPLJPR166,XXL,KURTA-JPR,Jaipur,,,,,,,,,
JOPLJPR2005-L,JOPLJPR2005,L,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2005-M,JOPLJPR2005,M,"Dress 46""",Jaipur,,,,,3,3,1,2,
JOPLJPR2005-S,JOPLJPR2005,S,"Dress 46""",Jaipur,,,,,12,2,2,1,
JOPLJPR2005-XL,JOPLJPR2005,XL,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2005-XS,JOPLJPR2005,XS,"Dress 46""",Jaipur,,,,,18,5,3,1,
JOPLJPR2005-XXL,JOPLJPR2005,XXL,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2006-L,JOPLJPR2006,L,"Dress 46""",Jaipur,,,,,33,1,5,1,
JOPLJPR2006-M,JOPLJPR2006,M,"Dress 46""",Jaipur,,,,,25,23,3,1,
JOPLJPR2006-S,JOPLJPR2006,S,"Dress 46""",Jaipur,,,,,41,12,1,2,
JOPLJPR2006-XL,JOPLJPR2006,XL,"Dress 46""",Jaipur,,,,,35,7,3,1,
JOPLJPR2006-XS,JOPLJPR2006,XS,"Dress 46""",Jaipur,,,,,51,4,5,3,
JOPLJPR2006-XXL,JOPLJPR2006,XXL,"Dress 46""",Jaipur,,,,,21,26,5,2,
JOPLJPR2007-L,JOPLJPR2007,L,"Dress 46""",Jaipur,,,,,4,12,4,1,
JOPLJPR2007-M,JOPLJPR2007,M,"Dress 46""",Jaipur,,,,,28,1,4,2,
JOPLJPR2007-S,JOPLJPR2007,S,"Dress 46""",Jaipur,,,,,22,54,6,1,
JOPLJPR2007-XL,JOPLJPR2007,XL,"Dress 46""",Jaipur,,,,,10,31,0,3,
JOPLJPR2007-XS,JOPLJPR2007,XS,"Dress 46""",Jaipur,,,,,36,1,0,1,
JOPLJPR2007-XXL,JOPLJPR2007,XXL,"Dress 46""",Jaipur,,,,,5,7,0,1,
JOPLJPR2008-L,JOPLJPR2008,L,"Dress 46""",Jaipur,,,,,32,8,0,1,
JOPLJPR2008-M,JOPLJPR2008,M,"Dress 46""",Jaipur,,,,,24,8,0,1,
JOPLJPR2008-S,JOPLJPR2008,S,"Dress 46""",Jaipur,,,,,11,23,0,3,
JOPLJPR2008-XL,JOPLJPR2008,XL,"Dress 46""",Jaipur,,,,,36,32,0,5,
JOPLJPR2008-XS,JOPLJPR2008,XS,"Dress 46""",Jaipur,,,,,43,6,0,4,
JOPLJPR2008-XXL,JOPLJPR2008,XXL,"Dress 46""",Jaipur,,,,,32,42,0,1,
JOPLJPR2009-L,JOPLJPR2009,L,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2009-M,JOPLJPR2009,M,"Dress 46""",Jaipur,,,,,1,1,1,1,
JOPLJPR2009-S,JOPLJPR2009,S,"Dress 46""",Jaipur,,,,,22,19,0,1,
JOPLJPR2009-XL,JOPLJPR2009,XL,"Dress 46""",Jaipur,,,,,2,1,0,1,
JOPLJPR2009-XS,JOPLJPR2009,XS,"Dress 46""",Jaipur,,,,,42,1,0,1,
JOPLJPR2009-XXL,JOPLJPR2009,XXL,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2011-3XL,JOPLJPR2011,3XL,"Dress 46""",Jaipur,,,,,5,6,0,2,
JOPLJPR2011-L,JOPLJPR2011,L,"Dress 46""",Jaipur,,,,,9,6,0,1,
JOPLJPR2011-M,JOPLJPR2011,M,"Dress 46""",Jaipur,,,,,17,11,0,1,
JOPLJPR2011-S,JOPLJPR2011,S,"Dress 46""",Jaipur,,,,,6,8,0,1,
JOPLJPR2011-XL,JOPLJPR2011,XL,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2011-XS,JOPLJPR2011,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2011-XXL,JOPLJPR2011,XXL,"Dress 46""",Jaipur,,,,,24,3,0,1,
JOPLJPR2012-3XL,JOPLJPR2012,3XL,"Dress 46""",Jaipur,,,,,32,0,0,1,
JOPLJPR2012-L,JOPLJPR2012,L,"Dress 46""",Jaipur,,,,,34,1,0,1,
JOPLJPR2012-M,JOPLJPR2012,M,"Dress 46""",Jaipur,,,,,31,8,0,1,
JOPLJPR2012-S,JOPLJPR2012,S,"Dress 46""",Jaipur,,,,,35,38,0,1,
JOPLJPR2012-XL,JOPLJPR2012,XL,"Dress 46""",Jaipur,,,,,36,31,0,1,
JOPLJPR2012-XS,JOPLJPR2012,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2012-XXL,JOPLJPR2012,XXL,"Dress 46""",Jaipur,,,,,23,45,0,1,
JOPLJPR2013-3XL,JOPLJPR2013,3XL,"Dress 46""",Jaipur,,,,,35,36,0,3,
JOPLJPR2013-L,JOPLJPR2013,L,"Dress 46""",Jaipur,,,,,41,0,0,1,
JOPLJPR2013-M,JOPLJPR2013,M,"Dress 46""",Jaipur,,,,,26,2,0,2,
JOPLJPR2013-S,JOPLJPR2013,S,"Dress 46""",Jaipur,,,,,36,1,0,3,
JOPLJPR2013-XL,JOPLJPR2013,XL,"Dress 46""",Jaipur,,,,,37,1,1,7,
JOPLJPR2013-XS,JOPLJPR2013,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2013-XXL,JOPLJPR2013,XXL,"Dress 46""",Jaipur,,,,,23,61,0,1,
JOPLJPR2014-3XL,JOPLJPR2014,3XL,"Dress 46""",Jaipur,,,,,33,20,0,1,
JOPLJPR2014-L,JOPLJPR2014,L,"Dress 46""",Jaipur,,,,,20,15,0,1,
JOPLJPR2014-M,JOPLJPR2014,M,"Dress 46""",Jaipur,,,,,24,35,0,4,
JOPLJPR2014-S,JOPLJPR2014,S,"Dress 46""",Jaipur,,,,,55,152,0,2,
JOPLJPR2014-XL,JOPLJPR2014,XL,"Dress 46""",Jaipur,,,,,22,27,0,1,
JOPLJPR2014-XS,JOPLJPR2014,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2014-XXL,JOPLJPR2014,XXL,"Dress 46""",Jaipur,,,,,16,50,0,1,
JOPLJPR2015-3XL,JOPLJPR2015,3XL,"Dress 46""",Jaipur,,,,,35,68,0,0,
JOPLJPR2015-L,JOPLJPR2015,L,"Dress 46""",Jaipur,,,,,15,5,0,0,
JOPLJPR2015-M,JOPLJPR2015,M,"Dress 46""",Jaipur,,,,,25,37,0,0,
JOPLJPR2015-S,JOPLJPR2015,S,"Dress 46""",Jaipur,,,,,42,8,4,0,
JOPLJPR2015-XL,JOPLJPR2015,XL,"Dress 46""",Jaipur,,,,,116,62,0,0,
JOPLJPR2015-XS,JOPLJPR2015,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2015-XXL,JOPLJPR2015,XXL,"Dress 46""",Jaipur,,,,,77,1,0,0,
JOPLJPR2016-3XL,JOPLJPR2016,3XL,"Dress 46""",Jaipur,,,,,0,1,0,0,
JOPLJPR2016-L,JOPLJPR2016,L,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2016-M,JOPLJPR2016,M,"Dress 46""",Jaipur,,,,,1,1,0,0,
JOPLJPR2016-S,JOPLJPR2016,S,"Dress 46""",Jaipur,,,,,8,16,0,0,
JOPLJPR2016-XL,JOPLJPR2016,XL,"Dress 46""",Jaipur,,,,,1,3,0,0,
JOPLJPR2016-XS,JOPLJPR2016,XS,"Dress 46""",Jaipur,,,,,,,,,
JOPLJPR2016-XXL,JOPLJPR2016,XXL,"Dress 46""",Jaipur,,,,,2,8,0,0,
JOPLJPR2019-L,JOPLJPR2019,L,"Dress 46""",Jaipur,,,,,39,5,0,0,
JOPLJPR2019-M,JOPLJPR2019,M,"Dress 46""",Jaipur,,,,,43,6,4,0,
JOPLJPR2019-S,JOPLJPR2019,S,"Dress 46""",Jaipur,,,,,41,1,0,0,
JOPLJPR2019-XL,JOPLJPR2019,XL,"Dress 46""",Jaipur,,,,,38,3,0,0,
JOPLJPR2019-XS,JOPLJPR2019,XS,"Dress 46""",Jaipur,,,,,47,1,0,0,
JOPLJPR2019-XXL,JOPLJPR2019,XXL,"Dress 46""",Jaipur,,,,,30,2,0,0,
JOPLJPR204-3XL,JOPLJPR204,3XL,"Maternity Gown  48""",Jaipur,,,,,19,2,0,0,
JOPLJPR204-L,JOPLJPR204,L,"Maternity Gown  48""",Jaipur,,,,,7,6,0,0,
JOPLJPR204-M,JOPLJPR204,M,"Maternity Gown  48""",Jaipur,,,,,6,8,0,0,
JOPLJPR204-XL,JOPLJPR204,XL,"Maternity Gown  48""",Jaipur,,,,,4,2,0,0,
JOPLJPR204-XXL,JOPLJPR204,XXL,"Maternity Gown  48""",Jaipur,,,,,18,3,0,0,
JOPLJPR205-3XL,JOPLJPR205,3XL,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR205-L,JOPLJPR205,L,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR205-M,JOPLJPR205,M,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR205-XL,JOPLJPR205,XL,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR205-XXL,JOPLJPR205,XXL,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR206-3XL,JOPLJPR206,3XL,"Maternity Gown  48""",Jaipur,,,,,31,1,0,0,
JOPLJPR206-L,JOPLJPR206,L,"Maternity Gown  48""",Jaipur,,,,,30,10,0,0,
JOPLJPR206-M,JOPLJPR206,M,"Maternity Gown  48""",Jaipur,,,,,23,1,0,0,
JOPLJPR206-XL,JOPLJPR206,XL,"Maternity Gown  48""",Jaipur,,,,,21,7,0,0,
JOPLJPR206-XXL,JOPLJPR206,XXL,"Maternity Gown  48""",Jaipur,,,,,16,8,0,0,
JOPLJPR209-3XL,JOPLJPR209,3XL,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR209-L,JOPLJPR209,L,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR209-M,JOPLJPR209,M,"Maternity Gown  48""",Jaipur,,,,,2,1,0,0,
JOPLJPR209-XL,JOPLJPR209,XL,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR209-XXL,JOPLJPR209,XXL,"Maternity Gown  48""",Jaipur,,,,,1,2,0,0,
JOPLJPR211-3XL,JOPLJPR211,3XL,"Maternity Gown  48""",Jaipur,,,,,21,1,0,0,
JOPLJPR211-L,JOPLJPR211,L,"Maternity Gown  48""",Jaipur,,,,,13,1,0,0,
JOPLJPR211-M,JOPLJPR211,M,"Maternity Gown  48""",Jaipur,,,,,19,27,0,0,
JOPLJPR211-XL,JOPLJPR211,XL,"Maternity Gown  48""",Jaipur,,,,,2,8,0,0,
JOPLJPR211-XXL,JOPLJPR211,XXL,"Maternity Gown  48""",Jaipur,,,,,28,1,0,0,
JOPLJPR212-3XL,JOPLJPR212,3XL,"Maternity Gown  48""",Jaipur,,,,,28,0,0,0,
JOPLJPR212-L,JOPLJPR212,L,"Maternity Gown  48""",Jaipur,,,,,19,2,0,0,
JOPLJPR212-M,JOPLJPR212,M,"Maternity Gown  48""",Jaipur,,,,,24,1,0,0,
JOPLJPR212-XL,JOPLJPR212,XL,"Maternity Gown  48""",Jaipur,,,,,23,22,0,0,
JOPLJPR212-XXL,JOPLJPR212,XXL,"Maternity Gown  48""",Jaipur,,,,,22,18,0,0,
JOPLJPR214-3XL,JOPLJPR214,3XL,"Maternity Gown  48""",Jaipur,,,,,16,21,0,0,
JOPLJPR214-L,JOPLJPR214,L,"Maternity Gown  48""",Jaipur,,,,,,,,,
JOPLJPR214-M,JOPLJPR214,M,"Maternity Gown  48""",Jaipur,,,,,8,1,0,0,
JOPLJPR214-XL,JOPLJPR214,XL,"Maternity Gown  48""",Jaipur,,,,,32,1,0,0,
JOPLJPR214-XXL,JOPLJPR214,XXL,"Maternity Gown  48""",Jaipur,,,,,11,90,1,0,
JOPLJPR215-3XL,JOPLJPR215,3XL,"Maternity Gown  48""",Jaipur,,,,,11,4,0,0,
JOPLJPR215-L,JOPLJPR215,L,"Maternity Gown  48""",Jaipur,,,,,8,1,0,0,
JOPLJPR215-M,JOPLJPR215,M,"Maternity Gown  48""",Jaipur,,,,,13,2,0,0,
JOPLJPR215-XL,JOPLJPR215,XL,"Maternity Gown  48""",Jaipur,,,,,6,27,0,0,
JOPLJPR215-XXL,JOPLJPR215,XXL,"Maternity Gown  48""",Jaipur,,,,,6,10,0,0,
JOPLJPR216-3XL,JOPLJPR216,3XL,"Maternity Gown  48""",Jaipur,,,,,28,10,0,0,
JOPLJPR216-L,JOPLJPR216,L,"Maternity Gown  48""",Jaipur,,,,,17,1,0,0,
JOPLJPR216-M,JOPLJPR216,M,"Maternity Gown  48""",Jaipur,,,,,43,9,0,0,
JOPLJPR216-XL,JOPLJPR216,XL,"Maternity Gown  48""",Jaipur,,,,,50,11,0,0,
JOPLJPR216-XXL,JOPLJPR216,XXL,"Maternity Gown  48""",Jaipur,,,,,26,1,0,0,
JOPLJPR301-L,JOPLJPR301,L,"Dress 36""",Jaipur,,,,,22,55,0,0,
JOPLJPR301-M,JOPLJPR301,M,"Dress 36""",Jaipur,,,,,1,8,0,0,
JOPLJPR301-S,JOPLJPR301,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR301-XL,JOPLJPR301,XL,"Dress 36""",Jaipur,,,,,10,2,0,0,
JOPLJPR301-XS,JOPLJPR301,XS,"Dress 36""",Jaipur,,,,,19,3,0,0,
JOPLJPR301-XXL,JOPLJPR301,XXL,"Dress 36""",Jaipur,,,,,18,1,0,0,
JOPLJPR302-L,JOPLJPR302,L,"Dress 36""",Jaipur,,,,,5,6,0,0,
JOPLJPR302-M,JOPLJPR302,M,"Dress 36""",Jaipur,,,,,1,5,2,0,
JOPLJPR302-S,JOPLJPR302,S,"Dress 36""",Jaipur,,,,,5,1,0,0,
JOPLJPR302-XL,JOPLJPR302,XL,"Dress 36""",Jaipur,,,,,30,3,0,0,
JOPLJPR302-XS,JOPLJPR302,XS,"Dress 36""",Jaipur,,,,,15,24,0,0,
JOPLJPR302-XXL,JOPLJPR302,XXL,"Dress 36""",Jaipur,,,,,22,5,0,0,
JOPLJPR303-L,JOPLJPR303,L,"Dress 36""",Jaipur,,,,,7,1,0,0,
JOPLJPR303-M,JOPLJPR303,M,"Dress 36""",Jaipur,,,,,3,3,0,0,
JOPLJPR303-S,JOPLJPR303,S,"Dress 36""",Jaipur,,,,,8,1,0,0,
JOPLJPR303-XL,JOPLJPR303,XL,"Dress 36""",Jaipur,,,,,1,4,0,0,
JOPLJPR303-XS,JOPLJPR303,XS,"Dress 36""",Jaipur,,,,,33,11,0,0,
JOPLJPR303-XXL,JOPLJPR303,XXL,"Dress 36""",Jaipur,,,,,7,1,1,0,
JOPLJPR306-L,JOPLJPR306,L,"Dress 36""",Jaipur,,,,,2,1,0,0,
JOPLJPR306-M,JOPLJPR306,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR306-S,JOPLJPR306,S,"Dress 36""",Jaipur,,,,,1,2,0,0,
JOPLJPR306-XL,JOPLJPR306,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR306-XS,JOPLJPR306,XS,"Dress 36""",Jaipur,,,,,19,1,0,0,
JOPLJPR306-XXL,JOPLJPR306,XXL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR307-L,JOPLJPR307,L,"Dress 36""",Jaipur,,,,,32,14,0,0,
JOPLJPR307-M,JOPLJPR307,M,"Dress 36""",Jaipur,,,,,17,1,0,0,
JOPLJPR307-S,JOPLJPR307,S,"Dress 36""",Jaipur,,,,,37,2,2,0,
JOPLJPR307-XL,JOPLJPR307,XL,"Dress 36""",Jaipur,,,,,37,1,0,0,
JOPLJPR307-XS,JOPLJPR307,XS,"Dress 36""",Jaipur,,,,,46,1,0,0,
JOPLJPR307-XXL,JOPLJPR307,XXL,"Dress 36""",Jaipur,,,,,70,3,0,0,
JOPLJPR308-L,JOPLJPR308,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR308-M,JOPLJPR308,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR308-S,JOPLJPR308,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR308-XL,JOPLJPR308,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR308-XS,JOPLJPR308,XS,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR308-XXL,JOPLJPR308,XXL,"Dress 36""",Jaipur,,,,,0,4,2,0,
JOPLJPR309-L,JOPLJPR309,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR309-M,JOPLJPR309,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR309-S,JOPLJPR309,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR309-XL,JOPLJPR309,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR309-XS,JOPLJPR309,XS,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR309-XXL,JOPLJPR309,XXL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR310-L,JOPLJPR310,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR310-M,JOPLJPR310,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR310-S,JOPLJPR310,S,"Dress 36""",Jaipur,,,,,2,3,1,0,
JOPLJPR310-XL,JOPLJPR310,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR310-XS,JOPLJPR310,XS,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR310-XXL,JOPLJPR310,XXL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR311-L,JOPLJPR311,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR311-M,JOPLJPR311,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR311-S,JOPLJPR311,S,"Dress 36""",Jaipur,,,,,36,1,0,0,
JOPLJPR311-XL,JOPLJPR311,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR311-XS,JOPLJPR311,XS,"Dress 36""",Jaipur,,,,,70,5,0,0,
JOPLJPR311-XXL,JOPLJPR311,XXL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR312-L,JOPLJPR312,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR312-M,JOPLJPR312,M,"Dress 36""",Jaipur,,,,,2,2,0,0,
JOPLJPR312-S,JOPLJPR312,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR312-XL,JOPLJPR312,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR312-XS,JOPLJPR312,XS,"Dress 36""",Jaipur,,,,,8,1,0,0,
JOPLJPR312-XXL,JOPLJPR312,XXL,"Dress 36""",Jaipur,,,,,1,1,0,0,
JOPLJPR313-L,JOPLJPR313,L,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR313-M,JOPLJPR313,M,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR313-S,JOPLJPR313,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR313-XL,JOPLJPR313,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR313-XS,JOPLJPR313,XS,"Dress 36""",Jaipur,,,,,1,3,0,0,
JOPLJPR313-XXL,JOPLJPR313,XXL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR314-L,JOPLJPR314,L,"Dress 36""",Jaipur,,,,,1,5,0,0,
JOPLJPR314-M,JOPLJPR314,M,"Dress 36""",Jaipur,,,,,2,1,0,0,
JOPLJPR314-S,JOPLJPR314,S,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR314-XL,JOPLJPR314,XL,"Dress 36""",Jaipur,,,,,,,,,
JOPLJPR314-XS,JOPLJPR314,XS,"Dress 36""",Jaipur,,,,,3,4,0,0,
JOPLJPR314-XXL,JOPLJPR314,XXL,"Dress 36""",Jaipur,,,,,1,2,0,0,
JOPLJPR315-L,JOPLJPR315,L,"Dress 36""",Jaipur,,,,,1,12,0,0,
JOPLJPR315-M,JOPLJPR315,M,"Dress 36""",Jaipur,,,,,6,7,0,0,
JOPLJPR315-S,JOPLJPR315,S,"Dress 36""",Jaipur,,,,,1,7,0,0,
JOPLJPR315-XL,JOPLJPR315,XL,"Dress 36""",Jaipur,,,,,0,16,0,0,
JOPLJPR315-XS,JOPLJPR315,XS,"Dress 36""",Jaipur,,,,,15,1,1,0,
JOPLJPR315-XXL,JOPLJPR315,XXL,"Dress 36""",Jaipur,,,,,3,3,0,0,
JOPLJPR317-L,JOPLJPR317,L,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR317-M,JOPLJPR317,M,"Dress 42 """,Jaipur,,,,,5,4,0,0,
JOPLJPR317-S,JOPLJPR317,S,"Dress 42 """,Jaipur,,,,,15,6,0,0,
JOPLJPR317-XL,JOPLJPR317,XL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR317-XS,JOPLJPR317,XS,"Dress 42 """,Jaipur,,,,,13,2,0,0,
JOPLJPR317-XXL,JOPLJPR317,XXL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR318-L,JOPLJPR318,L,"Dress 42 """,Jaipur,,,,,11,1,0,0,
JOPLJPR318-M,JOPLJPR318,M,"Dress 42 """,Jaipur,,,,,11,2,0,0,
JOPLJPR318-S,JOPLJPR318,S,"Dress 42 """,Jaipur,,,,,16,12,2,0,
JOPLJPR318-XL,JOPLJPR318,XL,"Dress 42 """,Jaipur,,,,,8,2,0,0,
JOPLJPR318-XS,JOPLJPR318,XS,"Dress 42 """,Jaipur,,,,,18,1,0,0,
JOPLJPR318-XXL,JOPLJPR318,XXL,"Dress 42 """,Jaipur,,,,,14,18,0,0,
JOPLJPR319-L,JOPLJPR319,L,"Dress 42 """,Jaipur,,,,,5,2,0,0,
JOPLJPR319-M,JOPLJPR319,M,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR319-S,JOPLJPR319,S,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR319-XL,JOPLJPR319,XL,"Dress 42 """,Jaipur,,,,,2,8,0,0,
JOPLJPR319-XS,JOPLJPR319,XS,"Dress 42 """,Jaipur,,,,,12,4,0,0,
JOPLJPR319-XXL,JOPLJPR319,XXL,"Dress 42 """,Jaipur,,,,,9,3,0,0,
JOPLJPR320-L,JOPLJPR320,L,"Dress 42 """,Jaipur,,,,,9,57,0,0,
JOPLJPR320-M,JOPLJPR320,M,"Dress 42 """,Jaipur,,,,,17,1,0,0,
JOPLJPR320-S,JOPLJPR320,S,"Dress 42 """,Jaipur,,,,,2,1,0,0,
JOPLJPR320-XL,JOPLJPR320,XL,"Dress 42 """,Jaipur,,,,,12,2,0,0,
JOPLJPR320-XS,JOPLJPR320,XS,"Dress 42 """,Jaipur,,,,,22,1,0,0,
JOPLJPR320-XXL,JOPLJPR320,XXL,"Dress 42 """,Jaipur,,,,,9,16,0,0,
JOPLJPR322-L,JOPLJPR322,L,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR322-M,JOPLJPR322,M,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR322-S,JOPLJPR322,S,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR322-XL,JOPLJPR322,XL,"Dress 42 """,Jaipur,,,,,0,2,0,0,
