uni,uni_stock,fba,fba_stock,fbf,fbf_stock,sjit,sjit_stock
JOPLJPR151-L,44,JOPLLTRW2018-M,9,JOPLVSRW1163-6XL,1,JOPLST243-XXL,1
JOPLJPR151-M,27,JOPLLTRW2017-5XL,13,JOPLVL245-XXL,8,JOPLST218-5XL,47
JOPLJPR151-S,27,JOPLVSM4281,5,JOPLVSMRW4281-M,1,JOPLVSMRW4276-L,1
JOPLJPR151-XL,39,JOPLJPR716-XXL,3,JOPLVSRW4031-6XL,1,JOPLPDPRW1006-8XL,5
JOPLJPR151-XXL,44,JOPLJPR716-XS,1,JOPLDI1028,1,JOPLJPR89-3XL,9
JOPLJPR152A-M,1,JOPLVSMRW4285-3XL,2,JOPLVSMRW4250-M,1,JOPLJPR757-M,20
JOPLJPR152B-L,43,JOPLVSMRW4284-4XL,2,JOPLVSRW5219-XL,0,JOPLST14-XL,5
JOPLJPR152B-M,23,JOPLVL310-5XL,5,JOPLVSRW4005-L,3,JOPLVSRW4292-XXL,4
JOPLJPR152B-S,21,JOPLVL310-3XL,10,JOPLJPR69C-L,5,JOPLST201-L,1
JOPLJPR152B-XL,47,JOPLJPR728-S,1,JOPLVSRW5202-L,0,JOPLVSMRW4276-XL,1
JOPLJPR152B-XXL,38,JOPLST201-XL,19,JOPLJPR794-XS,0,JOPLJPR703-XXL,1
JOPLJPR152C-L,8,JOPLVSMRW5149-L,1,JOPLST218-S,11,JOPLJPR4011-L,1
JOPLJPR152C-S,20,JOPLVSMRW5160-S,6,JOPLVSM3988,5,JOPLLTRW2007-S,2
JOPLJPR152C-XXL,11,JOPLST201-S,4,JOPLVSRW4286-M,5,JOPLVSRW5204-3XL,3
JOPLJPR154A-M,0,JOPLST201-L,22,JOPLVSRW5207-XL,0,JOPLVL241-XL,1
JOPLJPR154B-L,0,JOPLVSMRW5156-L,2,JOPLVSMRW4281-5XL,2,JOPLJPR69B-L,2
JOPLJPR155A-L,35,JOPLST201-M,4,JOPLVSRW5214-S,1,JOPLJPR779-XXL,1
JOPLJPR155A-M,25,JOPLVSMRW5156-6XL,10,JOPLVSRW4097-XXL,1,JOPLVSMRW4281-M,1
JOPLJPR155A-S,31,JOPLVSMRW5149-4XL,3,JOPLVSRW5212-XXL,9,JOPLVSRW4147-6XL,24
JOPLJPR155A-XL,29,JOPLVSMRW5149-S,1,JOPLVSRW4290-M,3,JOPLST736-XL,1
JOPLJPR155A-XXL,13,JOPLPDPRW1006-L,11,JOPLVSMRW4281-4XL,2,JOPLST11-M,1
JOPLJPR155B-L,47,JOPLPDPRW1006-M,6,JOPLVSRW5193-XL,2,JOPLVSRW5193-8XL,4
JOPLJPR155B-M,30,JOPLPDPRW1006-S,2,JOPLJPR707-S,3,JOPLPDPRW1058-M,13
JOPLJPR155B-S,37,JOPLJPR508-S,2,JOPLVSRW4002-S,3,JOPLJPR750-S,6
JOPLJPR155B-XL,44,JOPLJPR10-XXL,4,JOPLVSRW4031-L,1,JOPLVSMRW4276-S,1
JOPLJPR155B-XXL,48,JOPLJPR10-XL,14,JOPLLTRW2016-4XL,1,JOPLST11-XXL,1
JOPLJPR156A-L,12,JOPLJPR10-3XL,2,JOPLDI1062,2,JOPLJPR311-XXL,1
JOPLJPR156A-M,13,JOPLJPR10-S,1,JOPLJPR69B-3XL,2,JOPLVSRW4292-7XL,1
JOPLJPR156A-S,19,JOPLJPR10-L,13,JOPLJPR312-S,1,JOPLVSMRW3988-XL,5
JOPLJPR156A-XL,9,JOPLJPR10-M,17,JOPLPDPRW1006-S,2,JOPLCS104-L,1
JOPLJPR156A-XXL,13,JOPLVSRW4005-M,27,JOPLVSRW5215-M,4,JOPLVSRW5206-4XL,1
JOPLJPR156B-L,44,JOPLVSRW1164-L,2,JOPLJPR711-L,0,JOPLVSRW4286-XL,1
JOPLJPR156B-M,33,JOPLVSRW4288-M,7,JOPLDI1020,1,JOPLRJN17-M,1
JOPLJPR156B-S,37,JOPLVSRW4005-4XL,5,JOPLVSRW5211-4XL,7,JOPLVSRW4292-XL,1
JOPLJPR156B-XL,41,JOPLVSRW4031-XXL,10,JOPLVSM4093,12,JOPLVSRW5205-S,1
JOPLJPR156B-XXL,40,JOPLVSRW4097-XL,7,JOPLJPR69A-6XL,1,JOPLST14-S,2
JOPLJPR157A-L,47,JOPLVSRW4147-L,13,JOPLVSRW5215-L,1,JOPLJPR342-XL,1
JOPLJPR157A-M,32,JOPLVSRW4031-L,7,JOPLJPR755-S,1,JOPLJPR753-XL,1
JOPLJPR157A-S,32,JOPLVSRW4093-4XL,3,JOPLVSRW4290-L,0,JOPLVL214-L,2
JOPLJPR157A-XL,46,JOPLVSRW4097-5XL,6,JOPLVL218-XL,5,JOPLJPR43-M,35
JOPLJPR157A-XXL,45,JOPLVSRW4097-S,2,JOPLVSRW5204-S,3,JOPLJPR5004-L,1
JOPLJPR157B-M,37,JOPLVSRW4082-S,6,JOPLVSRW4097-XL,7,JOPLVSMRW4267-L,1
JOPLJPR157B-S,37,JOPLVSRW4147-6XL,3,JOPLST269-XXL,38,JOPLJPR783-XXL,1
JOPLJPR157B-XL,51,JOPLVSRW4288-S,10,JOPLVSRW4082-3XL,0,JOPLST270-M,4
JOPLJPR157B-XXL,45,JOPLVSRW4005-XL,33,JOPLVSRW4002-M,5,JOPLJPR742-S,5
JOPLJPR158A-L,69,JOPLVSRW4096-L,12,JOPLVSRW5217-XXL,9,JOPLST269-M,1
JOPLJPR158A-M,22,JOPLVSRW4114-S,8,JOPLVL218-M,4,JOPLVSRW4147-XL,12
JOPLJPR158A-S,38,JOPLVSRW4290-5XL,3,JOPLLTRW2016-L,0,JOPLST271-M,6
JOPLJPR158A-XL,59,JOPLVSRW4290-XL,1,JOPLVSRW4082-4XL,1,JOPLST240-S,2
JOPLJPR158A-XXL,54,JOPLVSRW4097-M,2,JOPLST270-S,12,JOPLVSRW5221-L,1
JOPLJPR158B-L,30,JOPLVSRW4147-M,18,JOPLJPR707-XS,2,JOPLJPR730-XXL,1
JOPLJPR158B-M,19,JOPLVSRW4290-M,13,JOPLVSRW4093-M,1,JOPLVSMRW4250-10XL,2
JOPLJPR158B-S,33,JOPLVSRW4079-L,7,JOPLVSRW5172-5XL,0,JOPLJPR350-M,1
JOPLJPR158B-XL,36,JOPLVSRW1164-5XL,2,JOPLLTRW2018-S,3,JOPLVSRW5171-7XL,1
JOPLJPR158B-XXL,42,JOPLVSRW4114-M,12,JOPLJPR801X-3XL,1,JOPLVL241-M,1
JOPLJPR158C-L,71,JOPLVSRW4093-M,5,JOPLVSRW4093-XL,0,JOPLVSMRW5156-10XL,1
JOPLJPR158C-M,60,JOPLVSRW4031-5XL,2,JOPLVSMRW5160-S,0,JOPLST243-3XL,3
JOPLJPR158C-S,47,JOPLVSRW4079-M,6,JOPLVSRW4286-S,1,JOPLVSMRW4250-8XL,22
JOPLJPR158C-XL,76,JOPLVSRW4082-5XL,1,JOPLJPR518-L,7,JOPLJPR706-XL,4
JOPLJPR158C-XXL,75,JOPLVSRW4288-XL,1,JOPLVSMRW5160-L,2,JOPLVSRW4292-8XL,1
JOPLJPR159A-S,0,JOPLVSRW4079-XL,2,JOPLST242-5XL,0,JOPLVSMRW3988-3XL,3
JOPLJPR159B-S,0,JOPLVSRW4005-5XL,2,JOPLJPR714-XS,0,JOPLLTRW2016-XXL,5
JOPLJPR159C-L,6,JOPLVSRW4031-XL,1,JOPLJPR68A-S,1,JOPLVL310-S,1
JOPLJPR159C-M,14,JOPLVSRW4147-3XL,8,JOPLJPR325-XL,2,JOPLST268-M,1
JOPLJPR159C-S,15,JOPLVSRW4097-6XL,1,JOPLST270-M,1,JOPLRJN16-XL,1
JOPLJPR159C-XL,2,JOPLVSRW4288-6XL,2,JOPLLTRW2016-S,10,JOPLJPR4034-S,1
JOPLJPR159C-XXL,9,JOPLVSRW4031-4XL,1,JOPLPDP1006-VSM4091,0,JOPLVSRW5220-4XL,1
JOPLJPR159D-L,1,JOPLVSRW4147-4XL,30,JOPLJPR747-S,1,JOPLJPR778-XS,1
JOPLJPR159D-S,12,JOPLVSRW1167-6XL,4,JOPLVSRW5193-S,2,JOPLVSMRW4250-7XL,1
JOPLJPR159E-S,6,JOPLVSRW1164-S,1,JOPLVSRW4292-6XL,5,JOPLST703-M,3
JOPLJPR159G-L,2,JOPLVSRW4093-5XL,3,JOPLVSMRW4250-L,1,JOPLJPR518-S,1
JOPLJPR159G-M,0,JOPLVSRW4031-M,12,JOPLST276-S,5,JOPLJPR10-M,1
JOPLJPR159G-S,1,JOPLVSRW4088-6XL,3,JOPLVSRW5207-5XL,0,JOPLJPR344-XXL,1
JOPLJPR159H-M,8,JOPLVSRW4290-XXL,1,JOPLVSRW4097-M,1,JOPLPDPRW1006-6XL,1
JOPLJPR159H-S,6,JOPLVSRW4286-S,5,JOPLST268-M,2,JOPLVSRW5204-6XL,3
JOPLJPR163-L,48,JOPLVSRW4093-6XL,2,JOPLJPR69C-3XL,2,JOPLST240-M,2
JOPLJPR163-M,26,JOPLVSRW4005-L,16,JOPLJPR763-L,1,JOPLRJN17-L,2
JOPLJPR163-S,28,JOPLVSRW5171-S,6,JOPLVSRW4093-6XL,1,JOPLJPR332-XL,2
JOPLJPR163-XL,45,JOPLVSRW4093-L,3,JOPLANG3010,1,JOPLVSMRW3988-4XL,5
JOPLJPR163-XXL,43,JOPLVSRW4292-6XL,1,JOPLPDPRW1006-6XL,2,JOPLST240-XXL,1
JOPLJPR2002-XS,2,JOPLVSRW4292-L,1,JOPLVSRW5217-3XL,1,JOPLVSRW4093-5XL,1
JOPLJPR2003-XS,2,JOPLVSRW4290-L,11,JOPLLTRW2007-5XL,2,JOPLJPR867-S,1
JOPLJPR2004-M,1,JOPLVSRW4082-4XL,5,JOPLPDPRW1006-M,5,JOPLRJN16-M,3
JOPLJPR2004-S,15,JOPLVSRW4097-L,1,JOPLDI1032,1,JOPLVSRW4114-3XL,1
JOPLJPR2004-XL,3,JOPLVSRW4082-L,5,JOPLLTRW2007-7XL,1,JOPLJPR346-XL,1
JOPLJPR2004-XS,14,JOPLVSRW4288-4XL,7,JOPLVL214-XXL,1,JOPLVSMRW4277-6XL,1
JOPLJPR2004-XXL,6,JOPLVSRW4286-L,5,JOPLVSMRW4250-5XL,2,JOPLST703-L,4
JOPLJPR2005-M,3,JOPLVSRW4005-S,3,JOPLVSRW4114-7XL,1,JOPLJPR346-XS,2
JOPLJPR2005-S,12,JOPLJPR730-S,2,JOPLVSRW5218-6XL,2,JOPLJPR216-XXL,1
JOPLJPR2005-XS,18,JOPLJPR738-XS,5,JOPLVSRW4147-S,3,JOPLJPR750-L,1
JOPLJPR2006-L,33,JOPLVSRW1013-M,1,JOPLPDPRW1006-3XL,5,JOPLVSRW5193-10XL,1
JOPLJPR2006-M,25,JOPLJPR739-XL,23,JOPLVSRW4031-5XL,3,JOPLJPR345-L,1
JOPLJPR2006-S,41,JOPLJPR739-XXL,12,JOPLVSRW5213-S,1,JOPLST271-XL,2
JOPLJPR2006-XL,35,JOPLJPR741-XS,7,JOPLVSRW5206-L,3,JOPLVSRW1163-L,1
JOPLJPR2006-XS,51,JOPLJPR741-S,4,JOPLVSRW4093-7XL,5,JOPLVSRW4147-M,3
JOPLJPR2006-XXL,21,JOPLJPR739-XS,26,JOPLVL218-S,5,JOPLVSRW4286-M,2
JOPLJPR2007-L,4,JOPLJPR741-L,12,JOPLVSRW4292-4XL,4,JOPLJPR752-XS,1
JOPLJPR2007-M,28,JOPLJPR739-L,1,JOPLVSRW5211-7XL,4,JOPLVSMRW4276-6XL,2
JOPLJPR2007-S,22,JOPLJPR739-S,54,JOPLDI1052,6,JOPLVL241-XXL,1
JOPLJPR2007-XL,10,JOPLJPR741-M,31,JOPLVSRW4079-L,0,JOPLJPR836-XXL,3
JOPLJPR2007-XS,36,JOPLJPR741-XXL,1,JOPLJPR85-3XL,0,JOPLJPR138-M,1
JOPLJPR2007-XXL,5,JOPLJPR740-S,7,JOPLVSRW5216-XL,0,JOPLST202-XXL,1
JOPLJPR2008-L,32,JOPLJPR740-M,8,JOPLVSRW5215-XL,0,JOPLJPR706-4XL,1
JOPLJPR2008-M,24,JOPLJPR742-XXL,8,JOPLVSRW5214-5XL,0,JOPLVSRW4292-M,1
JOPLJPR2008-S,11,JOPLJPR742-L,23,JOPLVSRW5220-4XL,0,JOPLJPR347-XXL,3
JOPLJPR2008-XL,36,JOPLJPR742-XS,32,JOPLVSRW5203-XXL,0,JOPLVL245-XXL,5
JOPLJPR2008-XS,43,JOPLJPR742-XL,6,JOPLVSRW4097-L,0,JOPLVSMRW3988-S,4
JOPLJPR2008-XXL,32,JOPLJPR742-S,42,JOPLJPR89-3XL,0,JOPLJPR762-XXL,1
JOPLJPR2009-M,1,JOPLJPR742-M,1,JOPLVSMRW4250-S,1,JOPLVSMRW4281-S,1
JOPLJPR2009-S,22,JOPLPDPRW1058-8XL,19,JOPLVSRW5203-L,0,JOPLJPR302-M,1
JOPLJPR2009-XL,2,JOPLVL270-XXL,1,JOPLVSRW5203-XL,0,JOPLJPR344-XS,1
JOPLJPR2009-XS,42,JOPLJPR747-XXL,1,JOPLVSRW5216-L,0,JOPLVSMRW4276-XXL,1
JOPLJPR2010-XS,10,JOPLVSM3851,1,JOPLVSRW4114-S,0,JOPLJPR353-L,1
JOPLJPR2011-3XL,5,JOPLPDP1006,6,JOPLVSMRW5149-XL,0,JOPLST269-L,2
JOPLJPR2011-L,9,JOPLVSM3988,6,JOPLVSRW5216-5XL,0,JOPLVSMRW4002J-3XL,1
JOPLJPR2011-M,17,JOPLVSM4002J,11,JOPLVSRW5216-XXL,0,JOPLVSRW4031-L,1
JOPLJPR2011-S,6,JOPLVSM4005J,8,JOPLVSMRW4284-M,0,JOPLJPR85-M,1
JOPLJPR2011-XXL,24,JOPLVSM4031,3,JOPLJPR69C-4XL,0,JOPLVSRW4114-4XL,1
JOPLJPR2012-3XL,32,JOPLVSM4028,0,JOPLVSRW5221-L,0,JOPLVSMRW4277-XXL,1
JOPLJPR2012-L,34,JOPLAI1001D,1,JOPLVSRW4082-XL,0,JOPLVSRW4082-XL,1
JOPLJPR2012-M,31,JOPLVSM4071,8,JOPLVSRW5193-3XL,0,JOPLJPR201-L,1
JOPLJPR2012-S,35,JOPLPDP1058,38,JOPLVSRW5211-M,0,JOPLJPR745-L,1
JOPLJPR2012-XL,36,JOPLVSM4078,31,JOPLVSRW5202-M,0,JOPLJPR347-XS,1
JOPLJPR2012-XXL,23,JOPLPDPRW1058-XL,45,JOPLVSRW4079-5XL,0,JOPLVSMRW4276-4XL,1
JOPLJPR2013-3XL,35,JOPLVSM4079,36,JOPLVSRW5217-6XL,0,JOPLVSRW5204-4XL,3
JOPLJPR2013-L,41,JOPLVSM4087,0,JOPLVSRW5217-7XL,0,JOPLST735-XXL,1
JOPLJPR2013-M,26,JOPLVSM4096,2,JOPLVL213-XL,0,JOPLJPR786-M,2
JOPLJPR2013-S,36,JOPLVSM4093,1,JOPLVSRW5218-3XL,0,JOPLJPR706-L,3
JOPLJPR2013-XL,37,JOPLVSM4091,1,JOPLVSRW4288-7XL,1,JOPLST14-M,7
JOPLJPR201-3XL,4,JOPLVSM4088,5,JOPLVSRW4082-L,0,JOPLJPR350-XL,1
JOPLJPR2013-XXL,23,JOPLVSM4125,61,JOPLVSRW5193-6XL,0,JOPLVSRW5209-M,1
JOPLJPR2014-3XL,33,JOPLVSM4119,20,JOPLVSRW4114-3XL,0,JOPLST243-M,1
JOPLJPR2014-L,20,JOPLVSM4114,15,JOPLVSRW5212-3XL,0,JOPLVL212-S,1
JOPLJPR2014-M,24,JOPLVSM4132,35,JOPLVSRW1167-M,0,JOPLST14-XXL,4
JOPLJPR2014-S,55,JOPLJPR44-XL,152,JOPLVSRW5214-XXL,0,JOPLVSRW5204-5XL,2
JOPLJPR2014-XL,22,JOPLJPR43-L,27,JOPLVSRW5203-5XL,0,JOPLLTRW2016-S,1
JOPLJPR2014-XXL,16,JOPLJPR44-S,50,JOPLLTRW2018-XL,0,JOPLJPR341-XXL,1
JOPLJPR2015-3XL,35,JOPLJPR44-M,68,JOPLJPR740-M,0,,0
JOPLJPR2015-L,15,JOPLJPR43-XXL,5,JOPLLTRW2016-5XL,0,,0
JOPLJPR2015-M,25,JOPLJPR43-XL,37,JOPLVSRW5207-S,0,,0
JOPLJPR2015-S,42,JOPLJPR43-S,8,JOPLPDPRW1006-L,4,,0
JOPLJPR2015-XL,116,JOPLJPR44-XXL,62,JOPLJPR762-L,0,,0
JOPLJPR2015-XXL,77,JOPLVL205-XL,1,JOPLVSRW5204-M,0,,0
JOPLJPR2016-3XL,0,JOPLJPR68C-S,1,JOPLVSRW4031-3XL,0,,0
JOPLJPR2016-M,1,JOPLJPR68D-XXL,1,JOPLJPR68D-XL,0,,0
JOPLJPR2016-S,8,JOPLJPR68C-M,16,JOPLVSRW5220-3XL,0,,0
JOPLJPR2016-XL,1,JOPLJPR68A-S,3,JOPLJPR747-M,0,,0
JOPLJPR2016-XXL,2,JOPLJPR68D-L,8,JOPLVSRW4292-S,0,,0
JOPLJPR2019-L,39,JOPLJPR68C-XL,5,JOPLVSRW5211-3XL,0,,0
JOPLJPR2019-M,43,JOPLJPR68C-XXL,6,JOPLVSRW5221-XL,4,,0
JOPLJPR2019-S,41,JOPLJPR43-M,1,JOPLJPR89-M,0,,0
JOPLJPR2019-XL,38,JOPLJPR69B-S,3,JOPLJPR69B-L,0,,0
JOPLJPR2019-XS,47,JOPLJPR69D-S,1,JOPLJPR779-M,0,,0
JOPLJPR2019-XXL,30,JOPLJPR69A-M,2,JOPLVSRW5206-S,0,,0
JOPLJPR201-L,7,JOPLJPR68B-XL,0,JOPLJPR69D-XL,0,,0
JOPLJPR201-M,8,JOPLJPR68B-M,4,JOPLJPR325-M,0,,0
JOPLJPR201-XL,14,JOPLVL212-M,1,JOPLVSRW5218-XL,0,,0
JOPLJPR201-XXL,14,JOPLVL214-XL,1,JOPLJPR706-XS,0,,0
JOPLJPR204-3XL,19,JOPLVL214-S,2,JOPLJPR4001-M,0,,0
JOPLJPR204-L,7,JOPLVL214-M,6,JOPLVSRW5211-XL,0,,0
JOPLJPR204-M,6,JOPLVL213-M,8,JOPLANG5010,0,,0
JOPLJPR204-XL,4,JOPLVL213-L,2,JOPLVSRW5171-S,0,,0
JOPLJPR204-XXL,18,JOPLVL213-XL,3,JOPLVSRW4097-3XL,0,,0
JOPLJPR206-3XL,31,JOPLVSMRW3988-M,1,JOPLJPR69A-L,0,,0
JOPLJPR206-L,30,JOPLVSMRW3988-L,10,JOPLVSRW5218-4XL,0,,0
JOPLJPR206-M,23,JOPLJPR89-S,1,JOPLVL212-S,0,,0
JOPLJPR206-XL,21,JOPLJPR89-M,7,JOPLVL212-5XL,0,,0
JOPLJPR206-XXL,16,JOPLJPR89-L,8,JOPLJPR89-4XL,0,,0
JOPLJPR209-M,2,JOPLVL213-XXL,1,JOPLVSM4147,0,,0
JOPLJPR209-XXL,1,JOPLVL214-XXL,2,JOPLVSRW5203-3XL,0,,0
JOPLJPR211-3XL,21,JOPLJPR89-XL,1,JOPLVSRW4290-XXL,0,,0
JOPLJPR211-L,13,JOPLJPR83-S,1,JOPLJPR747-XS,0,,0
JOPLJPR211-M,19,JOPLJPR44-3XL,27,JOPLVSMRW4281-S,0,,0
JOPLJPR211-XL,2,JOPLJPR44-4XL,8,JOPLJPR801X-6XL,0,,0
JOPLJPR211-XXL,28,JOPLJPR43-3XL,1,JOPLJPR758-XXL,0,,0
JOPLJPR212-3XL,28,JOPLJPR10-4XL,0,JOPLVSMRW5160-XXL,0,,0
JOPLJPR212-L,19,JOPLJPR801-S,2,JOPLST201-XL,0,,0
JOPLJPR212-M,24,ROLY01B-XXL,1,JOPLVL212-4XL,0,,0
JOPLJPR212-XL,23,JOPLST218-L,22,JOPLVSRW4292-3XL,0,,0
JOPLJPR212-XXL,22,JOPLVSRW4002-M,18,JOPLJPR68B-L,0,,0
JOPLJPR213-3XL,32,JOPLVSRW4002-S,13,JOPLVSRW5204-L,0,,0
JOPLJPR213-L,26,JOPLST703-M,8,JOPLVSRW5218-L,0,,0
JOPLJPR213-M,32,JOPLST703-S,26,JOPLVL213-L,2,,0
JOPLJPR213-XL,23,JOPLST703-L,2,JOPLVSRW4290-S,0,,0
JOPLJPR213-XXL,31,JOPLST703-XXL,19,JOPLVSMRW5160-6XL,0,,0
JOPLJPR214-3XL,16,JOPLST703-XL,21,JOPLJPR43-3XL,0,,0
JOPLJPR214-M,8,JOPLJPR767-S,1,JOPLJPR68A-L,0,,0
JOPLJPR214-XL,32,JOPLJPR763-S,1,JOPLJPR68C-M,0,,0
JOPLJPR214-XXL,11,JOPLPDPRW1058-6XL,90,JOPLJPR68B-XL,1,,0
JOPLJPR215-3XL,11,JOPLPDPRW1058-M,4,JOPLVSM4031,0,,0
JOPLJPR215-L,8,JOPLVSMRW3988-8XL,1,JOPLJPR708-M,0,,0
JOPLJPR215-M,13,JOPLPDPRW1058-5XL,2,JOPLVSRW5219-4XL,0,,0
JOPLJPR215-XL,6,JOPLPDPRW1058-XXL,27,JOPLVSRW4286-L,0,,0
JOPLJPR215-XXL,6,JOPLPDPRW1058-4XL,10,JOPLVSRW4114-XL,0,,0
JOPLJPR216-3XL,28,JOPLPDPRW1058-S,10,JOPLVSRW4031-S,0,,0
JOPLJPR216-L,17,JOPLJPR757-XXL,1,JOPLVSMRW4281-XL,0,,0
JOPLJPR216-M,43,JOPLST242-M,9,JOPLVSRW5212-4XL,0,,0
JOPLJPR216-XL,50,JOPLST242-S,11,JOPLJPR779-S,0,,0
JOPLJPR216-XXL,26,JOPLST242-L,1,JOPLJPR515-S,0,,0
JOPLJPR301-L,22,JOPLST242-XL,55,JOPLLTRW2018-3XL,0,,0
JOPLJPR301-M,1,JOPLST242-XXL,8,JOPLJPR68A-M,0,,0
JOPLJPR301-XL,10,JOPLPDPRW1006-7XL,2,JOPLVSRW5211-L,0,,0
JOPLJPR301-XS,19,JOPLPDPRW1006-8XL,3,JOPLVSRW5213-3XL,0,,0
JOPLJPR301-XXL,18,JOPLVSRW4088-8XL,1,JOPLVSRW4093-S,0,,0
JOPLJPR302-L,5,JOPLVL213-5XL,6,JOPLVSRW5208-XL,0,,0
JOPLJPR302-M,1,JOPLVL213-3XL,5,JOPLVSRW4088-7XL,2,,0
JOPLJPR302-S,5,JOPLST243-L,1,JOPLVSMRW5156-5XL,0,,0
JOPLJPR302-XL,30,JOPLST243-M,3,JOPLVSRW5220-6XL,0,,0
JOPLJPR302-XS,15,JOPLVSRW4147-7XL,24,JOPLJPR44-XL,0,,0
JOPLJPR302-XXL,22,JOPLVSRW4147-8XL,5,JOPLVSRW4288-3XL,0,,0
JOPLJPR303-L,7,JOPLVSRW4088-M,1,JOPLVSRW5171-6XL,0,,0
JOPLJPR303-M,3,JOPLVSRW4147-5XL,3,JOPLVSRW5204-XXL,0,,0
JOPLJPR303-S,8,JOPLVSMRW3988-5XL,1,JOPLST270-XL,0,,0
JOPLJPR303-XL,1,JOPLVSMRW4250-XL,4,JOPLJPR734-S,0,,0
JOPLJPR303-XS,33,JOPLVSMRW3988-S,11,JOPLVSRW4079-M,0,,0
JOPLJPR303-XXL,7,JOPLJPR751-XXL,1,JOPLVSRW4031-4XL,1,,0
JOPLJPR304-L,2,JOPLJPR765-L,2,JOPLVSRW5215-4XL,2,,0
JOPLJPR304-XS,21,JOPLJPR765-S,2,JOPLJPR89-5XL,0,,0
JOPLJPR305-XS,8,JOPLJPR753-S,10,JOPLJPR69B-XXL,0,,0
JOPLJPR306-L,2,JOPLJPR778-S,1,JOPLJPR4025-3XL,0,,0
JOPLJPR306-S,1,JOPLJPR765-XS,2,JOPLDI1033,0,,0
JOPLJPR306-XS,19,JOPLJPR764-XXL,1,JOPLVL213-3XL,0,,0
JOPLJPR307-L,32,JOPLJPR778-XL,14,JOPLVSRW5193-7XL,0,,0
JOPLJPR307-M,17,JOPLJPR765-M,1,JOPLVSRW5219-S,0,,0
JOPLJPR307-S,37,JOPLJPR751-XS,2,JOPLVSRW5214-M,2,,0
JOPLJPR307-XL,37,JOPLJPR753-XXL,1,JOPLVSRW5202-5XL,0,,0
JOPLJPR307-XS,46,JOPLJPR778-XS,1,JOPLST201-L,0,,0
JOPLJPR307-XXL,70,JOPLJPR753-XS,3,JOPLJPR68C-S,0,,0
JOPLJPR308-XXL,0,JOPLJPR851-S,4,JOPLJPR801X-5XL,2,,0
JOPLJPR310-S,2,JOPLJPR851-M,3,JOPLVSRW4005-S,1,,0
JOPLJPR311-S,36,JOPLJPR851-XXL,1,JOPLVSRW4097-6XL,0,,0
JOPLJPR311-XS,70,JOPLJPR851-3XL,5,JOPLVSM4082,0,,0
JOPLJPR312-M,2,JOPLJPR755-XS,2,JOPLMD147A,0,,0
JOPLJPR312-XS,8,JOPLJPR752-XL,1,JOPLVSRW5210-10XL,0,,0
JOPLJPR312-XXL,1,JOPLJPR752-L,1,JOPLJPR89-XXL,0,,0
JOPLJPR313-XS,1,JOPLJPR752-XXL,3,JOPLJPR69D-M,0,,0
JOPLJPR314-L,1,JOPLJPR755-M,5,JOPLJPR89-L,0,,0
JOPLJPR314-M,2,JOPLVL227-L,1,JOPLVL212-XXL,0,,0
JOPLJPR314-XS,3,JOPLJPR68D-4XL,4,JOPLJPR706-S,0,,0
JOPLJPR314-XXL,1,JOPLJPR68D-3XL,2,JOPLVSRW1167-7XL,0,,0
JOPLJPR315-L,1,JOPLJPR89-4XL,12,JOPLVSRW4082-M,0,,0
JOPLJPR315-M,6,JOPLJPR69C-4XL,7,JOPLJPR339-L,0,,0
JOPLJPR315-S,1,JOPLJPR85-4XL,7,JOPLVSRW4114-L,0,,0
JOPLJPR315-XL,0,JOPLVL238-S,16,JOPLVSRW5204-XL,0,,0
JOPLJPR315-XS,15,JOPLJPR68A-3XL,1,JOPLVSRW4286-XL,1,,0
JOPLJPR315-XXL,3,JOPLJPR801-3XL,3,JOPLVSRW5211-S,0,,0
JOPLJPR316-M,2,JOPLVL214-4XL,1,JOPLVSRW4288-XL,0,,0
JOPLJPR316-S,5,JOPLVL218-L,11,JOPLDI1063,0,,0
JOPLJPR316-XS,1,JOPLVL218-M,5,JOPLJPR707-L,0,,0
JOPLJPR317-M,5,JOPLVL218-S,4,JOPLJPR711-XL,0,,0
JOPLJPR317-S,15,JOPLVL241A-M,6,JOPLJPR44-6XL,0,,0
JOPLJPR317-XS,13,JOPLVL241A-L,2,JOPLJPR708-S,0,,0
JOPLJPR318-L,11,JOPLVL245-S,1,JOPLVSRW5214-4XL,0,,0
JOPLJPR318-M,11,JOPLVL245-L,2,JOPLVSRW5216-6XL,0,,0
JOPLJPR318-S,16,JOPLVL241A-XL,12,JOPLVSRW4031-7XL,2,,0
JOPLJPR318-XL,8,JOPLVL244-S,2,JOPLVSMRW4281-XXL,0,,0
JOPLJPR318-XS,18,JOPLVL244-M,1,JOPLVSRW5172-S,0,,0
JOPLJPR318-XXL,14,JOPLVL245-M,18,JOPLJPR83-XXL,0,,0
JOPLJPR319-L,5,JOPLVL241A-XXL,2,JOPLJPR44-4XL,0,,0
JOPLJPR319-XL,2,JOPLVL245-XL,8,JOPLVSRW5205-L,0,,0
JOPLJPR319-XS,12,JOPLVL248-S,4,JOPLVSRW4082-5XL,0,,0
JOPLJPR319-XXL,9,JOPLVSMRW3988-4XL,3,JOPLLTRW2016-XXL,0,,0
JOPLJPR320-L,9,JOPLJPR44-5XL,57,JOPLJPR868-L,0,,0
JOPLJPR320-M,17,JOPLVL259-S,1,JOPLVSRW4292-5XL,0,,0
JOPLJPR320-S,2,JOPLVL263-M,1,JOPLVSRW5193-5XL,0,,0
